,FEATTYPE,SCALE,elevation,aspect,slope,Years_befo,NDVI,distance,total_curv,plan_curv,prof_curv,Main_Rock__Granitic Rocks,Main_Rock__Granodiorite,"Main_Rock__Graphitic siltstone, sandstone and marble","Main_Rock__Quartz sandstone, siltstone with conglomerate",Main_Rock__Red conglomerate and coarse sandstone with siltstone,"Main_Rock__Sandstone, siltstone and mudstone","Main_Rock__Superficial Deposits (Silt, sand and gravel)",Main_Rock__Tuff and Lava,Period_Carboniferous,Period_Cretaceous,Period_Devonian,Period_Jurassic,Period_Quaternary,landuse_Agriculture,landuse_Grassland,landuse_Shrubland,landuse_Wetland,landuse_forest,landuse_urban,landuse_water,FACAFF_0,FACAFF_1,FACAFF_2,FACAFF_3,FACAFF_4,Year
398,0,20.0,157,166.092,16.2965,145-199,0.357161,280.2699422,0.0491442,-0.0289893,-0.0781335,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,145.0
399,1,0.04,17,171.384,7.70593,145-199,0.296052,529.3004412,-0.442298,0.169977,0.612276,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
400,1,13.5,144,76.4296,13.598,145-199,0.26064,610.0082751,-0.270293,-0.0752591,0.195034,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,145.0
401,1,1.5,220,286.232,6.34461,145-199,0.319804,135.7048647,0.0982885,0.175578,0.0772899,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
402,0,1.05,9,150.781,5.2197,145-199,0.306525,241.9317789,0.479156,0.270293,-0.208863,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,145.0
403,1,2.6,36,38.6598,6.90717,145-199,0.215957,311.7229131,-0.0982885,-0.0381864,0.0601021,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,145.0
404,1,0.16,21,347.062,11.5967,145-199,0.188342,55.13794014,-0.540587,-0.236943,0.303644,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
405,0,2.0,15,19.0577,4.49616,145-199,0.171539,21.45217898,0.896882,0.422794,-0.474088,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,145.0
406,1,6.0,26,276.667,17.4473,145-199,0.225984,36.70194695,0.0614303,0.098348,0.0369177,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
407,0,1.0,56,305.194,8.92787,145-199,0.278842,74.21850431,0.380868,0.310433,-0.0704348,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
408,1,2.5,184,329.931,14.95,145-199,0.28626,162.6148647,-0.34401,0.0449697,0.388979,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,145.0
409,1,0.6,200,289.231,7.01692,145-199,0.201828,82.61108133,-0.208863,0.111455,0.320318,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
410,1,0.008,115,168.584,16.0005,145-199,0.239772,166.5662696,-0.454584,-0.163865,0.29072,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,145.0
411,0,3.0,81,321.242,7.01441,145-199,0.19993,66.39393614,0.0614303,-0.108913,-0.170343,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
412,1,0.5,164,307.271,15.1099,145-199,0.219424,77.68377244,-0.540587,-0.236943,0.303644,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,145.0
413,0,3.0,33,302.159,14.9266,145-199,0.218042,153.9241127,-0.184291,0.051223,0.235514,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,145.0
414,1,0.3,6,191.489,18.7385,145-199,0.121884,163.786432,-0.0982885,0.250371,0.348659,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,145.0
415,1,0.3,19,290.037,6.9707,145-199,0.23789,34.94238403,0.0491442,-0.0467801,-0.0959243,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
416,1,16.0,131,301.709,26.509,145-199,0.192095,561.897207,0.540587,0.307915,-0.232671,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
417,1,2.0,94,325.886,8.63144,145-199,0.316193,88.47932482,-0.34401,-0.0797978,0.264212,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
418,1,3.0,94,325.886,8.63144,145-199,0.306091,485.0315201,-0.258007,-0.0782194,0.179788,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
419,1,22.5,82,315.521,11.8724,145-199,0.299185,50.60961912,-0.626589,-0.286039,0.34055,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
420,1,13.0,82,315.521,11.8724,145-199,0.299185,121.2697857,0.172005,0.143719,-0.0282854,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
421,1,2.5,24,176.143,13.5546,145-199,0.236945,126.2184954,0.528301,0.367065,-0.161236,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
422,1,1.0,151,157.58,11.8074,145-199,0.318145,225.8819988,0.331724,0.336006,0.00428228,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,145.0
423,1,0.5,151,157.58,11.8074,145-199,0.318145,304.5544323,-0.0122861,0.190893,0.203179,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,145.0
424,1,2.0,124,140.128,16.664,145-199,0.377239,22.71157578,-0.368582,-0.136912,0.23167,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,145.0
425,1,12.0,138,357.58,16.0714,145-199,0.245223,230.297942,1.06889,0.431264,-0.637624,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
426,1,1.5,106,187.224,16.1796,145-199,0.350471,16.87580059,-0.368582,-0.31275,0.0558316,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
427,1,0.18,48,1.63658,5.40598,145-199,0.298109,234.4026282,0.110575,0.0695144,-0.0410601,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
428,1,1.5,274,10.6698,10.7451,145-199,0.296623,7.741366711,-0.294865,0.117133,0.411999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,145.0
429,1,1.9,43,115.396,8.42398,145-199,0.381163,22.55826534,0.761736,0.341149,-0.420587,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
430,1,22.0,239,135.816,28.2391,145-199,0.354311,15.74761525,-0.122861,-0.0379029,0.0849577,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
431,0,5.0,62,351.87,6.54131,145-199,0.145165,227.6373376,0.0614303,0.202817,0.141387,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
432,0,33.0,56,344.055,6.73294,145-199,0.129733,456.4840515,-0.184291,-0.057597,0.126694,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
433,1,1.4,19,139.236,2.9619,145-199,0.247799,107.092754,-0.319438,-0.171815,0.147623,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
434,1,5.0,645,151.887,12.6088,145-199,0.337155,290.2195584,0.0245721,0.144274,0.119702,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,145.0
435,0,5.4,48,104.365,12.886,145-199,0.222596,543.0003405,-0.331724,0.0245721,0.356296,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
436,1,1.0,200,246.801,3.5335,145-199,0.302288,132.7461355,0.110575,0.271934,0.16136,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
437,1,4.2,222,320.599,11.082,145-199,0.360116,61.03940979,-0.307151,-0.354635,-0.0474831,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
438,1,0.6,146,290.807,8.22586,145-199,0.306626,63.49897129,-0.184291,-0.0638875,0.120403,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
439,1,4.2,208,172.02,8.30697,145-199,0.322143,25.41087044,-0.417726,-0.0705083,0.347218,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
440,1,0.1,116,124.439,6.54311,145-199,0.157765,362.029853,0.270293,0.14129,-0.129004,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,145.0
441,0,2.6,331,8.03571,24.892,145-199,0.296096,309.7654532,-0.147433,-0.0131494,0.134283,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
442,0,45.0,269,318.857,9.67443,145-199,0.265081,73.57422219,-0.552873,-0.359072,0.193801,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
443,0,5.0,65,160.058,17.9983,145-199,0.379226,607.7796487,-0.282579,0.0,0.282579,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
444,1,3.8,58,117.058,11.9104,145-199,0.388304,143.7457528,0.184291,0.0566098,-0.127681,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,145.0
445,1,2.0,90,134.459,11.4523,145-199,0.407438,10.03051923,0.147433,0.159038,0.011605,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
446,1,0.1,54,171.371,19.355,145-199,0.364457,224.5177374,0.245721,0.210509,-0.0352118,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,145.0
447,0,5.2,179,3.19954,12.293,145-199,0.262153,361.4744997,0.503728,0.427177,-0.0765516,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,145.0
448,1,8.0,13,205.145,4.18362,145-199,0.153523,30.83857635,-0.331724,-0.115183,0.216541,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,145.0
449,1,0.7,48,15.5928,6.87987,145-199,0.221556,595.8358167,0.208863,0.135813,-0.0730502,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
450,0,1.0,18,112.891,3.77656,145-199,0.282624,66.7433764,0.0368582,0.0810989,0.0442407,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,145.0
451,1,2.0,56,164.124,8.70655,145-199,0.315303,100.406229,-0.454584,-0.163865,0.29072,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
452,1,10.0,58,184.574,11.4944,145-199,0.337415,244.973854,0.122861,0.315568,0.192708,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
453,0,7.0,32,142.074,14.7795,145-199,0.372802,76.61281625,-0.860024,-0.389232,0.470792,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,145.0
454,0,6.0,31,117.408,13.8527,145-199,0.215743,229.2453295,-0.430012,-0.150268,0.279744,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
455,1,2.6,25,135.556,11.1364,145-199,0.285856,694.9819305,-0.196577,-0.0352388,0.161338,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,145.0
456,0,8.0,29,343.61,2.74192,145-199,0.110512,294.5440314,-0.40544,-0.206819,0.19862,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,145.0
457,1,1.5,76,164.291,5.13378,145-199,0.333392,12.58117248,0.638875,0.230971,-0.407904,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,145.0
458,1,6.0,35,100.008,1.33635,145-199,0.128509,107.116208,-0.368582,-0.0858861,0.282696,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,145.0
459,1,4.0,145,254.512,13.1038,145-199,0.219509,525.2977735,0.34401,0.252988,-0.0910213,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
460,0,0.5,120,166.171,10.255,145-199,0.367233,622.2073893,-0.270293,-0.0752591,0.195034,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,145.0
461,0,26.18,61,15.4612,7.50812,145-199,0.320352,716.2936001,-0.700305,-0.53017,0.170135,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,145.0
462,1,0.03,45,140.29,5.91706,145-199,0.318919,178.3472316,-0.835452,-0.495849,0.339603,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
463,0,5.0,155,115.211,23.4919,145-199,0.273027,170.5723517,0.356296,0.475286,0.11899,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
464,0,340.0,69,115.463,10.68,145-199,0.325191,720.494443,-0.0491442,0.104757,0.153901,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
465,1,10.0,407,127.369,21.9489,145-199,0.421843,828.2935779,-0.0614303,-0.00778523,0.0536451,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
466,1,2.0,37,123.447,19.4462,145-199,0.283779,523.9559442,0.356296,0.0700693,-0.286226,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
467,1,0.2,64,71.565,15.7506,145-199,0.188216,160.2381152,0.0245721,0.0607593,0.0361872,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,145.0
468,1,21.0,24,320.964,7.33594,145-199,0.216181,140.8308311,-0.208863,-0.0839631,0.1249,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
469,0,1.8,61,15.9454,11.1313,145-199,0.332326,139.575649,0.331724,0.169124,-0.162599,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
470,1,17.4,134,294.185,13.8954,145-199,0.252928,535.3100279,0.0614303,0.103203,0.0417726,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,145.0
471,1,0.3,18,218.418,5.71266,145-199,0.226171,31.64617141,-0.270293,-0.0548147,0.215479,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,145.0
472,0,15.0,445,241.658,14.2163,145-199,0.263388,451.7802798,-0.0614303,0.000869475,0.0622998,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
473,0,0.8,31,48.7723,9.88664,145-199,0.261635,224.7196637,0.663447,0.380057,-0.28339,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
474,1,6.0,198,115.641,8.52497,145-199,0.295281,606.1384791,0.307151,0.238253,-0.068899,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,145.0
475,0,10.0,15,177.769,5.94495,145-199,0.270057,136.145787,-0.0737164,0.099441,0.173157,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,145.0
476,1,0.1,72,181.79,14.552,145-199,0.374241,139.1753251,-0.614303,-0.180275,0.434028,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,145.0
477,1,3.0,41,137.862,2.19162,145-199,0.306763,992.8974746,0.122861,-0.128469,-0.25133,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
478,1,5.0,30,343.811,9.8977,145-199,0.177607,229.621208,0.921454,0.313846,-0.607608,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,145.0
479,1,0.3,133,140.673,16.172,145-199,0.316355,36.60825929,0.135147,0.0429962,-0.0921504,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
480,0,1.6,194,70.9819,18.5673,145-199,0.239935,0.788567255,0.0491442,0.102879,0.0537352,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,145.0
481,0,6.0,50,46.9979,9.33896,145-199,0.325205,1.309172923,-0.0491442,0.0589731,0.108117,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
482,1,0.9,40,297.597,7.64263,145-199,0.210622,0.183575357,-0.503728,-0.375115,0.128613,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,145.0
483,1,0.1,27,105.998,11.3666,145-199,0.226848,130.6790618,-0.147433,0.0689033,0.216336,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
484,1,4.5,155,12.8115,17.5833,145-199,0.347792,336.9296986,0.417726,0.244864,-0.172862,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
485,1,9.0,140,186.072,7.27975,145-199,0.346328,52.95149942,0.454584,0.190184,-0.2644,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,145.0
486,1,3.0,201,100.784,16.1133,145-199,0.2951,222.1541614,1.42518,0.710962,-0.714221,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
487,1,30.0,426,126.707,29.6716,145-199,0.412642,65.84671174,-0.40544,-0.242492,0.162948,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,145.0
488,1,5.0,494,216.215,12.0088,145-199,0.329799,829.7734383,-0.430012,-0.0672868,0.362725,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
489,1,1.0,25,253.679,14.2983,145-199,0.157548,115.5552201,0.110575,0.117323,0.00674812,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,145.0
490,0,1.0,129,347.969,9.56824,145-199,0.291464,153.3858191,0.442298,0.384007,-0.0582915,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
491,1,0.26,45,92.944,13.3222,145-199,0.390174,91.42510552,0.516015,0.25564,-0.260374,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,145.0
492,1,350.0,137,169.796,15.3557,145-199,0.327063,177.5078401,0.319438,0.244577,-0.0748608,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,145.0
493,1,2.3,47,201.179,21.4421,145-199,0.197823,0.038442552,-0.282579,-0.182937,0.0996423,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
494,1,4.0,33,74.2488,12.3547,145-199,0.216494,1.731788137,-0.184291,-0.0762106,0.10808,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
495,1,5.0,17,158.587,8.4219,145-199,0.326898,93.76338542,-0.147433,0.0689033,0.216336,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
496,0,1.0,23,359.128,14.909,145-199,0.146157,749.312986,-0.0245721,0.0531974,0.0777695,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,145.0
497,1,1.8,69,355.689,15.0926,145-199,0.272411,717.3007204,0.122861,0.116718,-0.00614303,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
498,1,0.2,36,146.03,12.9394,145-199,0.214981,219.4970403,0.184291,0.0519569,-0.132334,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,145.0
499,1,0.25,30,343.811,9.8977,145-199,0.15929,553.188022,0.172005,0.121255,-0.0507502,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,145.0
500,0,7.85,17,196.731,12.9532,145-199,0.368732,736.9355052,-0.319438,0.00379981,0.323237,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
501,0,0.1,178,303.232,2.68241,145-199,0.342322,260.5407675,-0.614303,-0.211275,0.403028,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
502,1,7.2,186,53.8379,22.2156,145-199,0.324115,299.6347023,0.0245721,-0.0277665,-0.0523386,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
503,1,26.2,35,54.737,9.30513,145-199,0.322503,2.835474418,0.0982885,0.12403,0.0257411,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,145.0
504,1,2.0,228,38.8448,11.0928,145-199,0.17944,172.4751918,-0.430012,-0.24819,0.181822,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
505,1,3.0,396,178.636,12.7944,145-199,0.38612,540.2969018,-0.282579,-0.0588296,0.22375,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,145.0
506,1,33.0,28,139.837,14.0001,145-199,0.257798,132.48853,0.0860024,0.0380538,-0.0479486,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,145.0
507,1,1.0,98,88.8309,11.2377,145-199,0.318788,230.647905,0.0245721,0.0607593,0.0361872,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,145.0
508,1,3.0,76,312.474,7.41149,145-199,0.3205,435.5008701,0.712591,0.144543,-0.568049,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
509,1,3.0,51,344.745,8.75912,145-199,0.198525,80.23843958,0.0,0.139468,0.139468,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
510,0,13.0,83,129.289,10.872,145-199,0.240627,6.953945344,0.122861,-0.115897,-0.238758,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,145.0
511,0,0.01,82,56.646,14.3387,145-199,0.308798,64.05710411,0.491442,0.427307,-0.0641355,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
512,0,2.0,59,30.5878,19.4533,145-199,0.241854,43.84802557,-0.884596,-0.358993,0.525604,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,145.0
513,1,0.5,22,216.87,0.77422,145-199,0.316583,28.84359862,-0.159719,-0.0250715,0.134647,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
514,1,2.0,139,199.187,21.3365,145-199,0.25,174.899465,0.847738,0.519376,-0.328363,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,145.0
515,0,8.5,58,3.36646,9.15109,145-199,0.230276,544.5285727,0.110575,0.183896,0.0733219,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,145.0
516,1,2.6,16,162.072,5.5166,145-199,0.254442,336.5907763,-0.159719,-0.0245721,0.135147,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,145.0
517,1,0.15,122,294.163,15.3234,145-199,0.279252,122.2262053,0.0368582,0.0816386,0.0447804,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
518,1,0.4,25,330.642,13.9324,145-199,0.241252,383.8880197,0.110575,0.0850859,-0.0254886,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,145.0
519,1,1.0,34,101.182,13.3293,145-199,0.334785,358.8501246,-0.442298,-0.0571302,0.385168,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,145.0
520,1,0.06,39,226.102,5.6763,145-199,0.18619,165.341031,-0.0122861,0.214862,0.227148,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,145.0
521,1,0.63,45,246.251,2.1138,145-199,0.250138,292.1562637,-0.307151,-0.0122699,0.294882,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,145.0
522,0,2.36,34,266.379,12.0759,145-199,0.30226,24.75592375,-0.0122861,0.0935944,0.10588,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
523,1,13.0,102,280.491,8.44262,145-199,0.356083,396.4496515,0.307151,0.394402,0.0872506,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,145.0
524,1,10.5,18,177.31,11.3966,145-199,0.352559,478.3959627,-0.135147,-0.114526,0.0206203,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,145.0
525,1,21.0,80,130.601,15.328,145-199,0.338396,71.1101911,0.172005,0.225571,0.0535665,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
526,1,120.0,114,285.255,8.75912,145-199,0.231981,57.59477649,-0.208863,-0.0051926,0.20367,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
