,FEATTYPE,SCALE,elevation,aspect,slope,Years_befo,NDVI,distance,total_curv,plan_curv,prof_curv,Main_Rock__Granitic Rocks,Main_Rock__Granodiorite,"Main_Rock__Graphitic siltstone, sandstone and marble","Main_Rock__Quartz sandstone, siltstone with conglomerate",Main_Rock__Red conglomerate and coarse sandstone with siltstone,"Main_Rock__Sandstone, siltstone and mudstone","Main_Rock__Superficial Deposits (Silt, sand and gravel)",Main_Rock__Tuff and Lava,Period_Carboniferous,Period_Cretaceous,Period_Devonian,Period_Jurassic,Period_Quaternary,landuse_Agriculture,landuse_Grassland,landuse_Shrubland,landuse_Wetland,landuse_forest,landuse_urban,landuse_water,FACAFF_0,FACAFF_1,FACAFF_2,FACAFF_3,FACAFF_4,Year
1759,0,4.0,114,86.1859,10.3614,145-199,0.369484,45.85695049,-0.356296,-0.0409322,0.315363,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1760,0,1.0,27,105.998,11.3666,145-199,0.156227,286.831397,0.135147,0.23242,0.097273,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1761,0,0.2,36,148.671,8.28097,145-199,0.293823,48.97348329,-0.110575,-0.0514558,0.0591188,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1762,1,3.0,142,258.311,13.502,145-199,0.306862,22.35524034,-0.196577,-0.0737164,0.122861,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
1763,1,3.0,32,286.699,11.1732,145-199,0.170076,116.448674,-0.172005,-0.0180366,0.153968,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1764,1,9.5,60,161.946,14.4271,145-199,0.308191,136.079306,-0.774022,-0.246,0.528022,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1765,1,2.0,74,115.017,6.38168,145-199,0.319425,1118.520486,-0.245721,-0.0889394,0.156782,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,145.0
1766,1,0.5,36,78.6901,5.11874,145-199,0.304941,1110.402936,-0.172005,-0.138454,0.0335504,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1767,0,0.0,31,129.144,4.28482,145-199,0.122145,179.1692606,-0.393154,-0.319438,0.0737164,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1768,1,1.5,13,155.709,9.51072,145-199,0.223849,103.0277351,-0.282579,-0.0388576,0.243722,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1769,0,4.5,18,253.98,8.08204,145-199,0.357162,273.2463679,-0.110575,0.0628647,0.173439,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
1770,0,0.7,406,327.553,25.8085,145-199,0.184846,133.9251567,-0.0860024,0.0118179,0.0978203,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1771,1,15.0,28,117.777,10.7807,145-199,0.294909,52.85694992,-0.135147,-0.192383,-0.057236,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,145.0
1772,0,10.0,27,199.411,8.55563,145-199,0.40843,64.27649927,0.552873,0.301924,-0.250948,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1773,0,30.0,49,33.6901,8.86196,145-199,0.239016,22.47916278,0.184291,0.112343,-0.0719475,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1774,1,0.005,32,186.028,12.3406,145-199,0.147153,25.42628916,-0.0982885,-0.0399297,0.0583588,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,145.0
1775,1,0.05,285,156.672,25.2172,145-199,0.32997,265.6921095,-0.34401,-0.106969,0.237041,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1776,0,15.0,39,1.33222,9.8913,145-199,0.265338,619.2581717,-0.565159,-0.223019,0.34214,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,145.0
1777,0,10.0,31,7.32641,10.7992,145-199,0.280122,1133.237527,0.221149,0.128739,-0.0924102,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
1778,0,0.15,11,313.939,5.89303,145-199,0.251441,1135.099887,-0.565159,-0.524,0.0411583,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,145.0
1779,0,30.0,2,149.036,1.80529,145-199,0.229635,97.82756029,0.184291,0.189481,0.00519011,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1780,0,10.0,91,286.157,8.56107,145-199,0.296865,13.4455344,-0.184291,-0.0268446,0.157446,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,145.0
1781,1,0.3,13,155.709,9.51072,145-199,0.353957,181.6763623,-0.921454,-0.357939,0.563516,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
1782,1,0.0,10,114.076,3.97937,145-199,0.199835,1000.27576,-0.110575,0.0270293,0.137604,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,145.0
1783,0,2.0,15,84.4725,2.41002,145-199,0.42165,38.28544323,-0.282579,-0.149026,0.133553,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
1784,1,4.0,39,14.0362,3.18909,145-199,0.274722,81.10585012,-0.270293,-0.23386,0.0364329,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,145.0
1785,1,25.0,130,288.65,12.8547,145-199,0.336226,799.2508316,-0.0491442,-0.00719184,0.0419524,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,145.0
1786,0,1.0,167,101.976,7.78749,145-199,0.372833,108.3469943,0.282579,0.191192,-0.0913876,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1787,1,47.0,22,351.87,2.73537,145-199,0.248594,74.46650944,-0.0122861,0.0406385,0.0529246,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,145.0
1788,1,3.0,39,345.651,13.4912,145-199,0.215448,1214.981618,0.417726,0.370364,-0.0473618,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
1789,1,2.0,41,319.177,18.8336,145-199,0.275864,71.52418958,-0.110575,-0.0368582,0.0737164,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
1790,1,0.02,83,341.432,20.2651,145-199,0.295612,171.7456768,-0.122861,-0.114153,0.00870786,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,145.0
1791,1,2.0,25,128.157,5.04161,145-199,0.35055,187.2831587,-0.552873,-0.178594,0.374278,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
1792,0,3.0,53,93.7723,13.8463,145-199,0.287576,60.32072681,0.0245721,0.0424477,0.0178756,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1793,1,14.0,24,294.341,7.1018,145-199,0.126065,139.8647127,-0.0982885,-0.0491442,0.0491442,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1794,1,0.5,72,178.636,12.7944,145-199,0.383703,215.4022142,0.159719,0.0575377,-0.102181,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
1795,1,3.0,195,277.842,12.8333,145-199,0.260952,2.435721489,0.110575,0.235328,0.124754,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
1796,0,5.0,20,311.222,11.4761,145-199,0.326853,37.78113397,-0.46687,-0.28299,0.18388,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
1797,0,6.0,12,161.565,0.734494,145-199,0.181716,185.8991774,-0.319438,-0.172988,0.14645,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1798,1,0.7,42,315.0,7.61962,145-199,0.34196,117.3518083,-0.258007,-0.0802441,0.177763,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,145.0
1799,1,2.0,30,154.29,2.31895,145-199,0.19226,57.91735087,0.258007,0.135633,-0.122374,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,145.0
1800,1,0.8,132,23.1412,19.5028,145-199,0.287323,26.2792686,0.0,0.0516484,0.0516484,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1801,1,2.0,99,69.0875,19.5894,145-199,0.29334,161.2951839,-0.0737164,-0.0787235,-0.00500715,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,145.0
1802,1,20.0,26,244.323,8.86327,145-199,0.202952,157.3835698,0.159719,0.199662,0.0399428,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,145.0
1803,1,6.0,37,172.733,11.4741,145-199,0.27331,47.59452408,-0.0491442,0.00694635,0.0560906,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1804,0,0.0,42,77.9694,14.1899,145-199,0.233568,54.57881266,0.0614303,0.0790347,0.0176044,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,145.0
1805,0,0.5,31,48.7723,9.88664,145-199,0.248986,129.1354714,0.0860024,0.118456,0.0324533,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1806,0,1.0,7,8.74616,2.03592,145-199,0.254224,5.361767054,-0.0122861,0.0137604,0.0260464,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1807,0,10.0,27,0.545657,8.07626,145-199,0.191191,217.9139271,0.172005,0.046687,-0.125318,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
1808,0,36.0,202,325.654,11.1118,145-199,0.316713,41.98945927,-0.442298,-0.10687,0.335429,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,145.0
1809,1,5.0,84,158.552,22.1232,145-199,0.384883,1.6422472,-0.737164,-0.588546,0.148618,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1810,1,0.2,151,40.3801,10.7478,145-199,0.32487,31.57325771,-0.0245721,0.0363601,0.0609322,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1811,1,0.8,151,40.3801,10.7478,145-199,0.32487,84.03872347,-0.208863,-0.0372513,0.171612,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
1812,1,3.0,113,356.864,11.1773,145-199,0.238318,77.52889097,0.0982885,0.209586,0.111297,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,145.0
1813,1,10.0,90,208.686,9.27367,145-199,0.333874,8.10619481,-0.0860024,0.0180762,0.104079,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
1814,1,20.0,120,94.048,23.7633,145-199,0.304301,85.85704295,0.626589,0.266971,-0.359618,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,145.0
1815,1,3.0,3,11.3099,0.394794,145-199,0.247968,48.8298705,-0.135147,-0.0374676,0.0976791,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,145.0
1816,1,8.0,5,237.095,3.13242,145-199,0.253455,51.76393016,0.122861,0.178148,0.0552873,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
1817,1,4.0,38,8.53076,6.23866,145-199,0.238485,79.21920013,-0.258007,-0.217923,0.0400845,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1818,1,10.0,199,167.152,8.97906,145-199,0.41753,65.70393794,0.454584,0.245555,-0.209029,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,145.0
1819,1,8.0,70,87.9975,10.9437,145-199,0.362969,56.05587349,0.0614303,0.118518,0.057088,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,145.0
1820,1,1.0,81,146.129,13.3669,145-199,0.310974,55.38747604,-0.0614303,0.101023,0.162453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,145.0
1821,1,3.0,12,197.421,7.79595,145-199,0.299069,28.08661491,-0.356296,-0.120956,0.235339,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1822,1,3.0,21,126.573,2.98601,145-199,0.243095,12.31348655,-0.294865,-0.111635,0.183231,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1823,0,8.0,300,137.783,15.4041,145-199,0.249811,114.1296519,-0.245721,-0.11214,0.133582,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1824,1,1.6,60,274.028,5.49401,145-199,0.305834,74.16051633,-0.159719,-0.0746992,0.0850195,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1825,1,5.0,15,188.842,3.52166,145-199,0.289746,92.48813508,0.221149,0.218804,-0.00234506,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
1826,1,0.0,73,121.578,9.80941,145-199,0.31558,52.58467937,-0.270293,-0.0934306,0.176863,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,145.0
1827,1,3.0,16,131.785,9.66787,145-199,0.273978,855.3734178,1.72005,0.801592,-0.918457,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,145.0
1828,1,3.0,72,209.962,7.55246,145-199,0.346935,254.615371,-0.380868,-0.0323633,0.348505,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
1829,0,1.0,98,168.009,17.3393,145-199,0.341474,9.640421676,-0.454584,-0.284837,0.169747,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,145.0
1830,1,0.8,180,157.913,11.3791,145-199,0.359634,75.61464076,-0.0122861,0.0216813,0.0339673,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1831,1,0.7,164,132.936,11.9843,145-199,0.351086,85.95488147,-0.319438,-0.25633,0.0631072,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
1832,1,1.2,15,229.185,4.49219,145-199,0.236993,192.6544111,0.417726,0.368276,-0.0494501,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1833,0,15.0,42,192.567,12.2636,145-199,0.263517,86.2375308,-0.528301,-0.176827,0.351474,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,145.0
1834,1,4.5,17,160.974,4.7394,145-199,0.248009,401.1581543,0.0737164,0.0800401,0.00632371,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1835,0,0.8,150,207.446,11.1134,145-199,0.311621,25.34563378,-0.135147,-0.044949,0.0901977,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1836,1,25.0,83,81.4041,25.1804,145-199,0.345305,60.48259025,-0.221149,-0.298797,-0.0776479,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1837,1,2.0,58,196.39,5.47133,145-199,0.264316,551.0683434,0.221149,0.0106526,-0.210497,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1838,1,0.2,27,207.553,4.01068,145-199,0.265469,38.39738172,-0.208863,-0.039764,0.169099,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1839,1,0.3,27,207.553,4.01068,145-199,0.265469,605.2909189,-0.491442,-0.369576,0.121866,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1840,1,7.0,202,147.724,3.47563,145-199,0.322666,6.293235944,0.172005,0.402336,0.230331,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1841,1,0.5,285,294.444,3.7369,145-199,0.270743,226.9567824,-0.577445,-0.0303545,0.54709,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1842,1,3.0,232,69.0755,5.61867,145-199,0.335445,779.2517361,0.0860024,0.0199496,-0.0660528,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1843,1,7.0,215,47.6264,11.779,145-199,0.364485,52.44964574,-0.417726,-0.26686,0.150866,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
1844,1,3.0,274,77.9052,13.0714,145-199,0.224753,44.02541513,-0.245721,-0.209586,0.0361355,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1845,1,60.0,325,335.497,12.315,145-199,0.170701,706.2017976,-0.516015,-0.387693,0.128321,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
1846,1,1.0,5,315.0,2.73537,145-199,0.256889,605.3206011,-0.491442,-0.369576,0.121866,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1847,1,1.5,42,10.751,12.2613,145-199,0.125871,851.1953467,1.72005,0.801592,-0.918457,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
1848,1,5.0,36,315.939,6.65025,145-199,0.320902,52.06247471,0.159719,0.0478665,-0.111852,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1849,1,1.0,90,14.9314,7.17419,145-199,0.372959,456.4489604,-0.368582,-0.131228,0.237354,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,145.0
1850,1,1.0,35,317.49,5.02871,145-199,0.212124,30.89864627,-0.172005,-0.0588398,0.113165,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
1851,0,35.0,82,289.047,13.5053,145-199,0.296441,880.3393202,0.528301,-0.147196,-0.675497,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1852,1,1.0,42,10.751,12.2613,145-199,0.21957,29.88972408,-0.122861,0.0256809,0.148542,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,145.0
1853,1,2.0,35,165.6,11.6669,145-199,0.304374,10.74336507,0.0122861,0.098909,0.0866229,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1854,0,15.0,32,206.565,2.07667,145-199,0.229167,7.246414891,0.0122861,0.098909,0.0866229,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1855,1,5.0,86,326.72,20.1499,145-199,0.187333,955.8202582,-0.0245721,-0.054673,-0.0301008,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,145.0
1856,1,10.0,100,352.569,8.90705,145-199,0.226428,155.7120432,-0.0982885,0.00184291,0.100131,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,145.0
1857,1,3.0,103,292.126,7.56176,145-199,0.290253,167.5389717,-0.122861,-0.114153,0.00870786,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1858,1,5.0,142,346.64,12.5293,145-199,0.244161,22.22638383,-0.307151,-0.19068,0.116472,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
1859,1,10.0,107,19.3978,5.80815,145-199,0.311812,116.6395705,0.122861,0.0910447,-0.0318159,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,145.0
1860,0,8.0,62,332.56,8.99842,145-199,0.278282,724.0176792,-0.0245721,-0.0243603,0.000211829,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1861,0,2.0,19,309.289,6.57365,145-199,0.235823,205.7103223,-0.0368582,-0.0751618,-0.0383036,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,145.0
1862,1,2.0,31,226.548,4.04616,145-199,0.266432,152.5355682,0.0245721,0.0104855,-0.0140866,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1863,1,5.0,84,158.552,22.1232,145-199,0.384883,6.906719721,0.0,0.0122861,0.0122861,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,145.0
1864,1,2.0,146,227.045,12.0889,145-199,0.322419,161.8784557,0.0245721,-0.0396934,-0.0642655,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
1865,1,1.5,19,41.8202,1.97322,145-199,0.178467,369.5886139,-0.208863,-0.140539,0.0683238,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,145.0
1866,1,5.0,28,129.207,7.55013,145-199,0.224686,28.13902975,0.40544,0.193742,-0.211698,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
1867,1,3.0,32,300.6,8.30697,145-199,0.250437,90.12439323,-0.307151,-0.106475,0.200677,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,145.0
1868,1,6.0,325,277.289,13.188,145-199,0.3236,11.49218206,-0.34401,-0.00628352,0.337726,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
1869,1,0.5,31,99.3447,6.17496,145-199,0.371135,210.7021019,-0.40544,-0.234673,0.170767,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
1870,1,1.0,31,99.3447,6.17496,145-199,0.371135,1026.346717,-0.675733,-0.499411,0.176323,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
1871,0,8.0,27,152.622,9.67264,145-199,0.316562,4.030138606,0.0491442,0.0491442,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,145.0
1872,0,2.5,14,146.669,10.178,145-199,0.257798,202.6794102,-0.196577,-0.0307151,0.165862,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
1873,1,1.5,39,167.699,10.4232,145-199,0.293156,151.8247711,0.282579,0.183425,-0.0991541,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,145.0
1874,1,5.0,59,165.7,12.0445,145-199,0.332024,33.60511761,0.0122861,-0.0408373,-0.0531234,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,145.0
1875,1,10.0,39,150.767,9.5809,145-199,0.320863,7.229367356,0.40544,0.309609,-0.0958313,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,145.0
1876,1,50.0,59,165.7,12.0445,145-199,0.338782,65.32966236,0.159719,0.0984131,-0.0613057,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
1877,0,3.0,89,157.38,7.99998,145-199,0.22606,625.0364139,0.270293,-0.0767406,-0.347034,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
1878,1,1.0,36,247.218,8.33848,145-199,0.228578,152.7305337,0.135147,0.193217,0.0580706,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,145.0
1879,0,3.0,34,165.364,12.3679,145-199,0.322942,119.1740962,-0.368582,-0.219996,0.148586,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,145.0
1880,1,8.0,7,120.651,9.62839,145-199,0.252524,271.8633439,-0.626589,-0.407888,0.218701,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,145.0
1881,0,20.0,286,347.829,19.4185,145-199,0.255315,50.97182616,0.110575,0.22779,0.117216,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
1882,0,50.0,315,335.41,14.7375,145-199,0.219202,30.59685344,0.0,0.0436535,0.0436535,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,145.0
1883,1,4.0,48,343.575,13.6977,145-199,0.234062,41.16222327,-0.221149,-0.021133,0.200016,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,145.0
1884,0,3.0,167,26.3421,8.82848,145-199,0.386881,22.14906114,-0.0737164,0.0774497,0.151166,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,145.0
1885,1,6.0,6,241.928,2.63066,145-199,0.279726,265.4712632,-0.245721,-0.0846639,0.161057,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,145.0
