,SLIDE_TYPE,M_WIDTH,S_LENGTH,SLOPE,COVER,YEAR_1,HEADELEV,TAILELEV,ELE_DIFF,GULLY,CLASS,curv_plan,curv_prof,aspect,curv,ID,history
14140,R,9.0,5.0,38.5,C,1963,374.0,367.0,7.0,N,A2,0.240807,-0.373496,359.349,0.614303,14140,59
57626,R,9.0,11.5,38.0,C,1963,219.0,211.0,8.0,N,C1,-0.435683,0.387483,226.618,-0.823166,57626,59
107519,R,18.0,7.0,43.0,D,1963,57.0,49.0,8.0,N,C2,-0.0494289,0.220864,325.954,-0.270293,107519,59
51008,R,11.0,7.5,30.0,C,1963,161.0,124.0,37.0,N,B1,0.0184079,0.116696,69.121,-0.0982885,51008,59
87587,O,19.5,14.0,36.5,A,1924,266.0,248.0,18.0,N,-,-0.0652571,-0.581272,41.6822,0.516015,87587,98
79793,O,10.0,8.0,44.0,A,1945,628.0,611.0,17.0,N,-,-0.0461236,0.101309,140.631,-0.147433,79793,77
45530,R,21.0,9.0,24.5,C,1963,11.0,7.0,4.0,N,C2,0.179991,-0.237735,29.2258,0.417726,45530,59
60156,R,16.0,8.0,47.0,C,1963,100.0,82.0,18.0,N,A1,-0.0582005,0.162949,195.108,-0.221149,60156,59
44351,R,9.0,8.0,31.0,C,1963,67.0,62.0,5.0,N,B1,0.0737164,-0.0491442,253.142,0.122861,44351,59
41357,R,10.0,7.0,45.5,C,1963,174.0,163.0,11.0,N,A1,0.0176934,0.0422655,7.81529,-0.0245721,41357,59
58851,R,8.0,7.0,35.5,C,1963,316.0,313.0,3.0,N,A2,-0.0174541,0.142265,138.447,-0.159719,58851,59
20916,R,14.0,7.5,36.0,D,1963,124.0,116.0,8.0,N,B1,0.17111,0.158824,260.122,0.0122861,20916,59
49605,C,4.5,8.0,32.5,A,1989,156.0,138.0,18.0,N,-,-0.142356,-0.179214,218.618,0.0368582,49605,33
106997,R,9.0,13.5,44.0,C,1964,151.0,142.0,9.0,N,C1,-0.0354128,0.271739,335.323,-0.307151,106997,58
11235,O,8.0,6.0,27.0,A,2008,338.0,329.0,9.0,N,-,0.146639,0.171211,24.8018,-0.0245721,11235,14
42718,O,10.0,15.0,28.5,A,2013,290.0,272.0,18.0,N,-,-0.345128,0.0603118,5.1611,-0.40544,42718,9
82547,R,5.0,7.0,46.5,C,1963,364.0,358.0,6.0,N,A2,0.109017,0.231878,129.618,-0.122861,82547,59
106280,C,6.0,7.0,42.0,A,1999,121.0,110.0,11.0,N,-,-0.199696,0.0951697,332.963,-0.294865,106280,23
16000,R,37.0,12.5,47.0,C,1964,550.0,538.0,12.0,N,C2,-0.0599025,-0.231907,-9999.0,0.172005,16000,58
44180,R,14.0,8.5,42.5,D,1963,242.0,236.0,6.0,N,B1,0.0416574,0.176804,211.329,-0.135147,44180,59
7906,C,22.0,11.0,45.0,A,2008,254.0,124.0,130.0,N,-,0.0242405,0.122529,52.4314,-0.0982885,7906,14
59450,O,5.5,5.0,59.0,A,2008,452.0,435.0,17.0,N,-,0.660919,-0.260535,311.73,0.921454,59450,14
40696,O,7.5,5.0,34.0,A,1998,163.0,159.0,4.0,N,-,0.0432634,-0.0181669,110.126,0.0614303,40696,24
103538,R,16.0,15.0,50.5,C,1945,267.0,256.0,11.0,N,C1,0.287272,-0.523608,223.011,0.81088,103538,77
38776,R,12.0,16.0,39.0,C,1963,57.0,47.0,10.0,N,C1,0.0478434,0.133846,29.5537,-0.0860024,38776,59
34610,R,9.0,8.0,32.5,D,1963,199.0,192.0,7.0,N,A2,-0.0283342,-0.126623,22.1918,0.0982885,34610,59
27354,R,23.0,13.0,39.0,C,1963,43.0,36.0,7.0,N,C2,0.0809554,0.0563833,-9999.0,0.0245721,27354,59
76291,R,9.5,7.5,38.5,C,1963,270.0,263.0,7.0,N,B1,0.269187,0.232329,235.784,0.0368582,76291,59
17720,R,10.0,7.0,29.5,C,1963,184.0,179.0,5.0,N,A2,-0.228282,0.250874,148.496,-0.479156,17720,59
45704,R,22.0,10.5,42.0,C,1963,227.0,218.0,9.0,N,C2,0.431209,0.0257687,229.343,0.40544,45704,59
51108,R,13.0,6.5,45.5,B,1963,328.0,323.0,5.0,N,B2,-0.0768235,0.119753,41.9225,-0.196577,51108,59
101337,C,6.0,7.0,35.0,B,2014,184.0,170.0,14.0,N,-,0.601911,-0.233541,189.037,0.835452,101337,8
11449,R,12.0,9.0,45.5,C,1963,115.0,107.0,8.0,N,A2,0.238268,-0.191745,331.422,0.430012,11449,59
41904,R,12.0,9.0,38.5,C,1963,168.0,163.0,5.0,N,C1,0.285551,0.0398296,195.255,0.245721,41904,59
76851,R,7.5,8.0,40.5,C,1963,203.0,198.0,5.0,N,C1,-0.194187,0.162109,245.225,-0.356296,76851,59
73022,R,13.0,9.5,29.5,C,1963,206.0,201.0,5.0,N,C2,0.159469,-0.0371081,26.2883,0.196577,73022,59
103963,R,15.0,13.5,24.0,C,1945,25.0,19.0,6.0,N,A2,-0.42161,0.26641,260.218,-0.688019,103963,77
51177,R,16.0,9.0,31.5,C,1963,291.0,285.0,6.0,Y,C1,0.495707,-0.143168,131.424,0.638875,51177,59
44969,R,16.0,7.5,45.5,C,1963,69.0,64.0,5.0,N,C2,-0.0254904,0.0236538,29.1676,-0.0491442,44969,59
8796,R,10.0,9.5,23.5,C,1963,31.0,28.0,3.0,N,A2,-0.0614303,0.110575,231.009,-0.172005,8796,59
19736,R,12.0,7.0,36.0,C,1963,317.0,311.0,6.0,N,B1,0.39254,-0.307765,-9999.0,0.700305,19736,59
62224,R,5.0,11.0,29.0,C,1963,118.0,111.0,7.0,N,A2,0.173869,-0.0841383,153.925,0.258007,62224,59
73384,C,4.0,4.0,33.0,B,1982,428.0,374.0,54.0,N,-,-0.0403355,0.0825251,66.4936,-0.122861,73384,40
41939,R,9.5,6.5,49.0,C,1963,239.0,231.0,8.0,Y,B2,-0.028748,0.0449684,214.98,-0.0737164,41939,59
53679,R,16.0,9.0,44.0,C,1963,123.0,117.0,6.0,N,C2,0.240336,-0.103674,136.86,0.34401,53679,59
76365,O,7.0,8.0,40.5,A,1945,159.0,145.0,14.0,N,-,-0.0556507,0.177784,292.635,-0.233435,76365,77
47065,R,14.0,12.0,44.0,C,1963,195.0,187.0,8.0,N,C1,-0.148989,0.0967321,235.84,-0.245721,47065,59
104478,R,12.0,15.5,31.5,C,1964,89.0,75.0,14.0,N,C1,-0.254946,0.297927,169.695,-0.552873,104478,58
69040,R,12.0,10.5,44.5,B,1963,216.0,206.0,10.0,N,B2,0.000231812,0.0248039,247.345,-0.0245721,69040,59
83180,R,11.0,10.5,50.5,C,1963,122.0,113.0,9.0,N,B1,-0.141773,0.4111,16.1614,-0.552873,83180,59
49547,C,5.5,8.0,42.5,A,1983,107.0,65.0,42.0,N,-,-0.306548,0.234039,266.585,-0.540587,49547,39
51089,R,15.0,6.5,32.5,C,1963,218.0,214.0,4.0,Y,B1,-0.0154993,0.00907278,79.3397,-0.0245721,51089,59
53337,R,8.0,5.5,33.5,C,1963,271.0,269.0,2.0,N,B1,-0.208797,0.319503,272.698,-0.528301,53337,59
70961,R,12.0,7.5,35.5,C,1963,332.0,327.0,5.0,N,B1,0.0015354,-0.281044,339.996,0.282579,70961,59
94909,R,5.0,10.5,49.5,C,1963,92.0,84.0,8.0,N,B1,0.0,0.0,211.517,0.0,94909,59
34046,R,6.0,6.5,55.0,C,1963,50.0,43.0,7.0,N,C1,0.0147433,0.407897,336.063,-0.393154,34046,59
39646,R,8.0,8.0,54.0,C,1963,302.0,294.0,8.0,N,B2,-0.054673,0.264765,61.8584,-0.319438,39646,59
58364,R,10.0,8.0,25.5,C,1963,439.0,435.0,4.0,N,B2,0.0397324,-0.304277,160.096,0.34401,58364,59
73222,R,10.0,10.0,31.0,C,1963,81.0,76.0,5.0,N,C1,0.0421711,0.0913153,315.0,-0.0491442,73222,59
99239,R,8.0,13.5,38.5,D,1963,88.0,79.0,9.0,N,B1,-0.0380686,0.269083,24.0755,-0.307151,99239,59
4775,R,21.0,12.0,42.5,C,1963,470.0,420.0,50.0,N,A1,-0.0329134,0.102233,8.20015,-0.135147,4775,59
30653,R,19.0,13.5,45.0,C,1963,324.0,313.0,11.0,N,C2,0.308578,0.296292,283.134,0.0122861,30653,59
81553,R,8.5,5.0,45.0,C,1963,187.0,182.0,5.0,N,B1,-0.0982885,0.0245721,171.617,-0.122861,81553,59
100422,R,7.0,10.5,31.0,C,1963,106.0,98.0,8.0,N,C1,-0.132931,0.11279,14.6764,-0.245721,100422,59
36310,R,15.0,9.5,38.5,C,1963,15.0,9.0,6.0,N,S,-0.111778,0.20766,-9999.0,-0.319438,36310,59
70064,R,10.0,5.0,44.5,C,1963,14.0,10.0,4.0,N,B2,-0.167805,0.262207,104.769,-0.430012,70064,59
42951,R,12.0,10.0,23.5,C,1963,206.0,201.0,5.0,N,C1,-0.4347,-0.139835,329.195,-0.294865,42951,59
96734,R,19.5,21.0,23.5,D,1963,99.0,90.0,9.0,N,C1,0.0981892,-0.0492435,299.876,0.147433,96734,59
102853,C,10.0,5.0,36.0,A,1963,172.0,143.0,29.0,N,-,0.355784,-0.0373704,79.6747,0.393154,102853,59
10214,R,15.0,8.0,52.5,C,1963,223.0,215.0,8.0,N,B2,-0.149853,0.2433,307.384,-0.393154,10214,59
95822,R,8.0,9.5,38.5,D,1963,180.0,174.0,6.0,N,B1,0.23084,-0.0148807,-9999.0,0.245721,95822,59
26716,R,16.0,10.0,24.5,D,1963,136.0,130.0,6.0,N,C1,-0.272814,0.12034,69.8552,-0.393154,26716,59
102614,R,6.5,8.0,32.5,C,1963,134.0,129.0,5.0,N,B1,-0.038098,-0.210103,350.096,0.172005,102614,59
106719,R,7.0,8.5,41.0,C,1963,133.0,127.0,6.0,N,C1,-0.0641498,0.144713,287.128,-0.208863,106719,59
79373,R,13.0,13.5,46.0,C,1963,318.0,308.0,10.0,N,C1,0.638028,-0.0991358,150.616,0.737164,79373,59
4567,R,18.0,9.5,33.0,C,1963,361.0,352.0,9.0,N,A2,0.337486,0.054907,189.623,0.282579,4567,59
48304,R,12.0,8.0,37.5,C,1963,395.0,390.0,5.0,N,B1,0.118914,-0.507675,106.723,0.626589,48304,59
71769,R,10.0,8.0,46.5,C,1963,460.0,453.0,7.0,N,C1,0.493665,-0.0960662,193.186,0.589731,71769,59
35989,R,16.0,13.0,39.5,C,1963,51.0,38.0,13.0,N,A2,0.225414,-0.253742,-9999.0,0.479156,35989,59
42400,R,9.0,10.5,39.5,D,1963,134.0,129.0,5.0,N,C1,0.126128,0.408708,283.977,-0.282579,42400,59
67641,O,7.0,6.0,34.0,A,1945,234.0,220.0,14.0,N,-,0.0863746,0.0249443,86.7603,0.0614303,67641,77
38179,R,10.0,7.0,9999.0,C,1963,9999.0,9999.0,9999.0,N,B1,0.0560922,-0.0299102,320.906,0.0860024,38179,59
84920,R,13.0,11.5,29.5,D,1963,262.0,256.0,6.0,N,C1,0.0362778,0.0485639,82.681,-0.0122861,84920,59
88810,R,8.0,10.0,45.5,C,1963,31.0,25.0,6.0,N,B1,0.057461,-0.0285415,218.904,0.0860024,88810,59
12561,R,26.0,26.5,24.5,C,1963,56.0,38.0,18.0,N,B2,-0.0354161,0.456026,337.751,-0.491442,12561,59
3675,R,16.0,12.0,32.5,C,1963,598.0,590.0,8.0,N,A2,0.205542,-0.150753,94.9184,0.356296,3675,59
95807,R,11.0,9.5,34.0,C,1963,211.0,204.0,7.0,N,B2,-0.128389,0.0927598,-9999.0,-0.221149,95807,59
58261,R,7.0,5.0,47.0,C,1963,438.0,434.0,4.0,N,B2,-0.0508787,-0.161453,181.494,0.110575,58261,59
62575,R,5.5,8.0,28.5,C,1963,514.0,508.0,6.0,N,A2,0.290023,-0.078559,-9999.0,0.368582,62575,59
86687,R,11.0,8.5,36.0,C,1963,288.0,282.0,6.0,N,B1,-0.311127,0.340034,241.699,-0.651161,86687,59
48780,R,20.0,14.0,46.5,C,1963,142.0,129.0,13.0,N,B2,-0.176321,0.106259,62.8995,-0.282579,48780,59
17201,R,8.0,4.0,38.5,C,1963,563.0,559.0,4.0,N,B1,-0.302862,0.139437,266.091,-0.442298,17201,59
13900,R,10.0,13.0,29.5,C,1963,19.0,14.0,5.0,N,C2,0.422306,-0.499149,101.31,0.921454,13900,59
11263,O,5.5,5.0,14.5,A,2008,190.0,185.0,5.0,N,-,0.0585425,-0.02746,-9999.0,0.0860024,11263,14
3034,C,10.0,9.0,38.5,A,2008,255.0,118.0,137.0,N,-,-0.0893927,0.11947,48.1302,-0.208863,3034,14
88543,C,4.0,4.0,9999.0,A,1973,9999.0,9999.0,9999.0,N,-,0.471335,-0.216684,185.916,0.688019,88543,49
49197,R,14.0,10.0,45.5,C,1963,132.0,127.0,5.0,N,C2,0.100254,-0.231469,326.864,0.331724,49197,59
3916,R,9.0,6.5,47.0,C,1963,382.0,374.0,8.0,N,A2,-0.120818,0.149476,269.804,-0.270293,3916,59
38,R,9.0,6.0,9999.0,C,1963,9999.0,9999.0,9999.0,N,C2,0.0359131,-0.123806,354.289,0.159719,38,59
62659,O,6.0,7.5,42.0,A,1945,284.0,268.0,16.0,N,-,0.508786,-0.461813,177.203,0.970599,62659,77
67731,O,8.0,4.5,33.0,A,1969,57.0,50.0,7.0,N,-,-0.225718,0.265724,196.645,-0.491442,67731,53
70858,R,10.0,8.0,31.5,D,1963,99.0,80.0,19.0,N,A1,-0.0511324,0.145445,78.3186,-0.196577,70858,59
16804,R,17.0,8.5,36.0,C,1963,181.0,173.0,8.0,N,A2,0.508576,-0.240874,218.71,0.74945,16804,59
42055,R,6.5,6.0,64.5,C,1963,425.0,414.0,11.0,N,B2,-0.0818107,-0.315246,192.131,0.233435,42055,59
12961,R,66.0,15.5,49.0,C,1963,133.0,118.0,15.0,N,B2,-0.845594,0.70245,292.264,-1.54804,12961,59
97417,R,12.0,12.0,31.0,C,1963,225.0,215.0,10.0,N,C1,-0.269631,0.172667,350.267,-0.442298,97417,59
68534,R,8.0,8.5,46.5,C,1963,204.0,198.0,6.0,N,B1,0.037624,0.0867682,282.529,-0.0491442,68534,59
42938,R,18.0,15.0,45.0,D,1963,28.0,21.0,7.0,N,C2,0.0362839,0.257433,356.164,-0.221149,42938,59
99845,C,4.5,6.0,42.5,A,1963,55.0,27.0,28.0,N,-,0.166306,-0.0548428,220.208,0.221149,99845,59
31903,R,13.0,24.0,48.0,D,1963,66.0,47.0,19.0,N,A2,0.543181,-0.648567,276.68,1.19175,31903,59
106,R,9.0,10.0,43.0,C,1963,181.0,174.0,7.0,N,A2,0.278267,-0.102601,6.95296,0.380868,106,59
93050,R,5.5,11.5,42.5,C,1963,245.0,236.0,9.0,N,B1,0.360436,-0.0818618,283.508,0.442298,93050,59
66886,R,9.5,13.0,51.5,D,1963,128.0,117.0,11.0,N,B1,-0.00855978,0.0774426,32.6833,-0.0860024,66886,59
49025,R,12.0,10.5,24.0,C,1963,229.0,225.0,4.0,N,C1,-0.0487654,0.0863812,269.529,-0.135147,49025,59
62691,O,4.0,3.0,40.5,A,1963,492.0,484.0,8.0,N,-,0.00744974,-0.127697,-9999.0,0.135147,62691,59
15320,R,14.0,5.0,32.5,C,1963,223.0,220.0,3.0,N,B1,-0.413949,0.581222,97.2324,-0.995171,15320,59
14877,R,6.0,5.5,32.5,C,1963,14.0,10.0,4.0,N,A2,0.0751618,0.419171,105.918,-0.34401,14877,59
63404,O,10.0,5.0,33.0,B,1995,257.0,236.0,21.0,N,-,0.0493482,0.0984925,170.977,-0.0491442,63404,27
5001,R,18.0,11.5,39.0,C,1963,560.0,552.0,8.0,N,C2,-0.0361844,0.123534,69.0202,-0.159719,5001,59
96637,R,16.0,13.0,46.5,D,1963,223.0,212.0,11.0,N,B1,-0.225081,-0.0776479,144.992,-0.147433,96637,59
93779,R,7.5,12.0,32.5,C,1963,178.0,173.0,5.0,N,C1,0.0590714,-0.00235892,99.6052,0.0614303,93779,59
19770,R,18.0,14.0,31.0,C,1963,78.0,69.0,9.0,N,B1,-0.314755,0.0415411,167.412,-0.356296,19770,59
106107,R,17.5,15.0,35.0,C,1945,94.0,83.0,11.0,N,C1,0.221149,0.294865,223.069,-0.0737164,106107,77
22436,R,24.0,21.0,8.0,C,1963,179.0,171.0,8.0,N,B1,0.193985,-0.150025,5.90614,0.34401,22436,59
85098,R,12.0,7.5,52.5,C,1963,602.0,597.0,5.0,N,C1,-0.178584,0.0179931,236.397,-0.196577,85098,59
60463,R,8.5,10.5,38.0,C,1963,211.0,204.0,7.0,N,C1,0.310109,-0.156761,223.58,0.46687,60463,59
40683,O,5.5,4.0,38.0,A,1994,35.0,29.0,6.0,N,-,0.0979687,0.0488244,88.794,0.0491442,40683,28
55516,R,13.0,10.5,26.5,D,1963,206.0,200.0,6.0,N,C2,-0.0291085,0.216613,351.125,-0.245721,55516,59
20768,R,17.0,6.5,37.0,C,1963,141.0,135.0,6.0,N,B1,-0.179341,0.34896,318.474,-0.528301,20768,59
27823,R,14.0,7.0,33.0,C,1963,11.0,8.0,3.0,N,S,-0.125254,-0.149826,87.0949,0.0245721,27823,59
90640,R,15.0,18.5,22.0,C,1963,136.0,127.0,9.0,N,C2,0.428817,-0.210058,161.2,0.638875,90640,59
14158,R,22.0,8.5,38.5,C,1963,267.0,259.0,8.0,N,A2,-0.757823,0.470783,340.577,-1.22861,14158,59
65528,R,8.5,14.0,36.5,C,1963,158.0,150.0,8.0,N,A2,0.00414137,0.0901438,29.4975,-0.0860024,65528,59
67898,O,6.5,5.0,43.0,A,1991,204.0,183.0,21.0,N,-,-0.144565,-0.0585628,188.344,-0.0860024,67898,31
40716,C,9.5,11.0,25.5,A,2000,53.0,10.0,43.0,Y,-,-0.230516,-0.107655,114.812,-0.122861,40716,22
82996,R,12.0,11.0,48.0,C,1963,120.0,112.0,8.0,N,A2,0.346287,-0.37859,190.235,0.724878,82996,59
92374,R,10.0,13.5,38.0,C,1963,139.0,131.0,8.0,N,A2,0.0348806,0.108597,93.8141,-0.0737164,92374,59
22084,R,15.0,8.5,27.0,C,1963,390.0,384.0,6.0,N,A2,0.0503728,-0.195348,335.924,0.245721,22084,59
2241,R,13.0,7.5,45.0,C,1963,370.0,362.0,8.0,N,B1,-0.296117,0.0233201,341.874,-0.319438,2241,59
59847,R,8.0,10.0,55.0,C,1963,265.0,252.0,13.0,N,B2,-0.163987,-0.458852,163.72,0.294865,59847,59
62637,O,7.0,6.0,24.0,A,1945,87.0,77.0,10.0,N,-,0.0317229,0.0194368,-9999.0,0.0122861,62637,77
51856,R,17.0,10.0,33.5,C,1963,397.0,392.0,5.0,N,C2,0.448056,-0.510257,198.435,0.958313,51856,59
72710,R,11.0,5.5,33.0,C,1963,279.0,274.0,5.0,N,B1,0.106679,0.00839048,51.3402,0.0982885,72710,59
96951,C,3.0,3.0,46.0,A,2008,290.0,280.0,10.0,N,-,1.13462,-0.573137,236.848,1.70776,96951,14
100699,R,5.0,10.0,40.5,C,1963,342.0,332.0,10.0,N,A2,-0.0670209,0.0558397,178.807,-0.122861,100699,59
76781,R,9.5,9.0,20.0,D,1963,124.0,120.0,4.0,N,A2,0.00915659,0.00915659,24.2958,0.0,76781,59
62180,R,8.0,8.5,42.0,C,1963,242.0,232.0,10.0,N,C1,-0.0707607,-0.0339025,342.35,-0.0368582,62180,59
37576,R,12.0,23.5,52.0,C,1963,27.0,11.0,16.0,N,B2,-0.139251,0.573341,350.256,-0.712591,37576,59
90285,R,11.0,12.5,36.0,C,1963,63.0,55.0,8.0,N,B1,-0.245243,0.381346,-9999.0,-0.626589,90285,59
10782,O,8.5,5.5,31.5,A,2008,211.0,193.0,18.0,N,-,0.445153,-0.120005,72.341,0.565159,10782,14
93371,O,5.0,8.0,35.0,A,2014,249.0,208.0,41.0,N,-,0.140972,0.0181118,79.0913,0.122861,93371,8
55085,R,22.0,7.0,45.5,C,1963,56.0,51.0,5.0,Y,C2,-0.203949,-0.0442298,61.1134,-0.159719,55085,59
83061,R,12.0,16.5,9999.0,C,1963,9999.0,9999.0,9999.0,N,C1,0.254856,-0.126011,320.064,0.380868,83061,59
107101,C,13.0,20.0,45.0,A,1992,173.0,124.0,49.0,N,-,-0.160128,-0.135556,207.759,-0.0245721,107101,30
95144,R,10.0,11.0,24.0,C,1963,121.0,115.0,6.0,N,C1,-0.127098,-0.0165231,195.382,-0.110575,95144,59
3948,R,13.0,9.0,29.5,C,1963,320.0,315.0,5.0,N,A2,-0.39494,0.231649,310.426,-0.626589,3948,59
39547,O,7.0,5.0,40.0,A,2016,134.0,124.0,10.0,N,-,-0.144041,0.10168,100.528,-0.245721,39547,6
102583,R,6.5,7.0,36.0,C,1963,252.0,249.0,3.0,N,B2,0.283421,0.197418,316.848,0.0860024,102583,59
3648,R,17.0,8.5,32.5,C,1963,371.0,363.0,8.0,N,A2,0.395458,-0.108271,305.181,0.503728,3648,59
54806,O,8.0,6.0,46.0,A,1993,181.0,155.0,26.0,Y,-,0.304066,0.0214869,-9999.0,0.282579,54806,29
55540,R,16.0,11.5,9999.0,C,1963,9999.0,9999.0,9999.0,Y,B2,0.00259781,0.113172,142.489,-0.110575,55540,59
85664,O,7.5,7.0,23.5,A,1997,377.0,368.0,9.0,N,-,-0.251968,0.0797556,29.0813,-0.331724,85664,25
53101,R,17.0,9.0,32.5,C,1963,224.0,217.0,7.0,N,C1,0.247431,-0.231725,298.951,0.479156,53101,59
2088,R,12.0,7.0,52.5,C,1963,421.0,413.0,8.0,N,B2,0.0607781,-0.492095,338.962,0.552873,2088,59
34435,R,24.0,52.5,38.5,D,1963,162.0,123.0,39.0,N,C1,0.231155,-0.211144,-9999.0,0.442298,34435,59
69973,R,8.0,7.5,43.0,C,1963,115.0,108.0,7.0,N,A2,0.0,0.0,153.66,0.0,69973,59
35596,R,11.0,16.5,50.5,C,1963,103.0,92.0,11.0,N,B2,0.263678,-0.0311877,-9999.0,0.294865,35596,59
84697,R,11.5,12.5,31.5,D,1963,256.0,249.0,7.0,N,B1,-0.057036,0.0658246,251.331,-0.122861,84697,59
16719,R,8.0,7.0,53.5,C,1963,270.0,262.0,8.0,N,A2,-0.0657304,-0.0165862,145.599,-0.0491442,16719,59
103613,O,6.0,8.0,33.5,A,1964,410.0,405.0,5.0,N,-,-0.172936,0.0359269,308.758,-0.208863,103613,58
975,R,9.0,7.5,17.5,C,1963,340.0,336.0,4.0,N,B1,0.281278,-0.173306,41.3785,0.454584,975,59
1315,R,9.0,8.0,32.5,C,1963,149.0,144.0,5.0,N,B1,0.0946245,0.0209081,268.935,0.0737164,1315,59
17435,R,12.0,5.0,45.5,C,1963,304.0,301.0,3.0,N,B1,0.271602,-0.146124,183.991,0.417726,17435,59
18962,C,23.0,8.5,28.5,A,1993,330.0,309.0,21.0,N,-,-0.0383883,-0.0998186,106.809,0.0614303,18962,29
31030,R,13.0,10.5,54.5,D,1963,344.0,324.0,20.0,N,B2,0.333968,-0.268049,17.4748,0.602017,31030,59
83518,R,12.0,8.5,45.5,C,1963,259.0,253.0,6.0,N,C1,0.33116,-0.19714,-9999.0,0.528301,83518,59
105250,R,8.0,9.5,40.5,D,1963,121.0,113.0,8.0,N,B1,0.262305,-0.31514,185.315,0.577445,105250,59
1077,R,18.0,7.0,38.5,C,1963,303.0,300.0,3.0,N,B1,-0.0256116,0.0112465,79.208,-0.0368582,1077,59
13106,R,15.0,13.5,36.0,C,1963,405.0,396.0,9.0,N,C2,-0.0897662,-0.0283359,225.481,-0.0614303,13106,59
24575,R,13.0,7.0,34.0,C,1963,292.0,286.0,6.0,N,B1,0.187904,-0.0701028,140.985,0.258007,24575,59
1519,R,27.0,13.0,32.5,C,1963,65.0,58.0,7.0,N,C2,-0.00387646,0.1927,189.139,-0.196577,1519,59
79960,O,17.0,14.0,33.0,A,2001,471.0,446.0,25.0,N,-,0.487576,-0.458451,146.441,0.946027,79960,21
16934,R,10.0,3.5,50.5,C,1963,463.0,461.0,2.0,N,A2,-0.0964237,0.370447,278.606,-0.46687,16934,59
21576,R,17.0,10.5,22.0,C,1963,254.0,249.0,5.0,N,C1,-0.520565,0.17974,103.65,-0.700305,21576,59
108456,R,8.0,10.0,32.5,C,1963,147.0,139.0,8.0,N,C1,0.0933741,0.0319438,187.936,0.0614303,108456,59
24731,R,19.0,8.5,49.0,B,1963,305.0,293.0,12.0,N,B2,-0.296941,0.157643,172.117,-0.454584,24731,59
85169,R,10.5,7.5,49.5,C,1963,396.0,390.0,6.0,N,B2,-0.36121,0.142518,138.468,-0.503728,85169,59
70387,C,10.0,12.0,38.5,A,1945,59.0,43.0,16.0,N,-,-0.0279368,-0.00336467,127.084,-0.0245721,70387,77
10373,R,9.0,5.5,29.5,C,1963,380.0,377.0,3.0,N,C1,0.401736,-0.163423,-9999.0,0.565159,10373,59
103211,R,14.0,10.0,45.0,C,1964,84.0,77.0,7.0,N,C1,-0.15341,-0.0551212,206.175,-0.0982885,103211,58
26137,R,19.0,13.0,22.0,D,1963,23.0,18.0,5.0,N,B1,0.603013,-0.637879,339.185,1.24089,26137,59
62470,R,5.0,8.0,57.0,C,1963,612.0,603.0,9.0,N,A2,-0.202605,-0.0305997,179.029,-0.172005,62470,59
1090,R,12.0,8.5,32.5,C,1963,247.0,242.0,5.0,N,B1,-0.0475313,0.124474,94.8531,-0.172005,1090,59
101505,O,10.0,4.5,36.0,B,2016,192.0,188.0,4.0,N,-,-0.280198,0.0760981,213.377,-0.356296,101505,6
88764,R,9.0,11.5,45.5,D,1963,272.0,264.0,8.0,N,C1,-0.157779,0.161658,199.011,-0.319438,88764,59
102176,R,9.0,12.5,34.0,C,1963,149.0,141.0,8.0,N,B1,-0.263111,0.117757,7.32191,-0.380868,102176,59
42370,R,8.0,7.5,47.5,D,1963,310.0,301.0,9.0,N,B2,-0.264944,0.140496,302.515,-0.40544,42370,59
94403,R,10.0,8.0,36.0,C,1963,107.0,101.0,6.0,N,B1,0.0683847,-0.287911,266.589,0.356296,94403,59
1937,R,15.0,10.0,42.0,C,1963,233.0,228.0,5.0,N,C2,-0.44537,0.168933,196.022,-0.614303,1937,59
49801,R,12.0,6.0,37.5,C,1963,246.0,242.0,4.0,N,B2,0.353133,0.168842,344.962,0.184291,49801,59
29622,R,11.0,19.5,36.0,D,1963,331.0,316.0,15.0,N,B2,-0.0358015,0.222206,12.3194,-0.258007,29622,59
96016,C,5.0,6.0,47.0,A,1972,120.0,86.0,34.0,N,-,-0.0234071,-0.0479792,24.1714,0.0245721,96016,50
21265,R,4.0,3.5,40.5,C,1963,266.0,263.0,3.0,N,A2,-0.430775,0.0483815,126.336,-0.479156,21265,59
72525,C,8.0,7.0,33.0,A,1999,69.0,61.0,8.0,N,-,-0.0992336,0.158774,13.9283,-0.258007,72525,23
18748,R,6.0,5.0,49.5,C,1973,444.0,440.0,4.0,N,A2,-0.460399,0.387339,263.787,-0.847738,18748,49
23467,R,13.0,6.5,46.5,C,1963,379.0,371.0,8.0,N,B1,0.329251,-0.481629,287.928,0.81088,23467,59
5577,C,6.5,8.0,39.5,A,1999,170.0,138.0,32.0,N,-,0.340824,-0.224335,34.0889,0.565159,5577,23
26979,R,17.0,11.5,24.0,C,1963,106.0,99.0,7.0,N,C2,0.307423,-0.0488724,-9999.0,0.356296,26979,59
59652,R,9.0,10.0,47.0,C,1963,200.0,189.0,11.0,N,B2,0.0576364,-0.0283661,246.801,0.0860024,59652,59
45905,R,19.0,10.0,9999.0,C,1963,9999.0,9999.0,9999.0,N,C2,0.145215,-0.137365,308.911,0.282579,45905,59
26924,R,15.0,9.5,40.5,C,1963,141.0,133.0,8.0,N,C2,0.552873,-0.282579,-9999.0,0.835452,26924,59
