,SLIDE_TYPE,M_WIDTH,S_LENGTH,SLOPE,COVER,YEAR_1,HEADELEV,TAILELEV,ELE_DIFF,GULLY,CLASS,curv_plan,curv_prof,aspect,curv,ID,history
13481,R,12.0,13.5,37.5,C,1963,93.0,83.0,10.0,N,B2,0.27418,-0.278693,-9999.0,0.552873,13481,59
86914,R,13.5,12.0,27.0,C,1963,57.0,49.0,8.0,N,B1,-0.0928088,-0.0805227,-9999.0,-0.0122861,86914,59
27127,O,13.5,15.0,40.5,A,1963,138.0,118.0,20.0,N,-,-0.106218,0.21322,34.2711,-0.319438,27127,59
30421,R,15.0,38.5,38.5,D,1963,91.0,64.0,27.0,N,B2,-0.263331,0.142109,135.801,-0.40544,30421,59
79301,R,10.0,9.0,49.5,C,1963,217.0,210.0,7.0,N,C1,-0.215449,0.202277,177.153,-0.417726,79301,59
13072,R,26.0,21.0,49.0,C,1963,356.0,337.0,19.0,N,B2,0.352505,-0.0160767,89.5018,0.368582,13072,59
53383,R,9.0,10.0,24.5,C,1963,76.0,70.0,6.0,Y,A2,0.193545,-0.138179,274.899,0.331724,53383,59
60619,R,7.5,10.5,35.5,C,1963,145.0,138.0,7.0,N,C1,-0.143652,0.126641,356.042,-0.270293,60619,59
65330,R,6.5,8.5,41.0,C,1963,372.0,366.0,6.0,N,C1,0.0894771,-0.119386,328.134,0.208863,65330,59
26930,R,20.0,12.0,42.0,D,1963,110.0,100.0,10.0,N,C2,-0.0536128,0.253539,166.675,-0.307151,26930,59
41806,R,8.0,6.5,50.5,C,1963,378.0,372.0,6.0,N,B2,0.225857,0.02928,234.7,0.196577,41806,59
4428,R,15.0,7.5,35.0,C,1963,193.0,189.0,4.0,N,B1,-0.174133,0.145305,29.1481,-0.319438,4428,59
51853,R,23.0,9.5,48.0,C,1963,394.0,387.0,7.0,N,C2,0.316366,-0.0522158,184.531,0.368582,51853,59
43685,R,20.0,13.0,46.5,C,1963,396.0,383.0,13.0,N,A2,-0.028783,0.327513,2.38594,-0.356296,43685,59
71265,R,14.0,12.0,19.5,C,1963,69.0,36.0,33.0,N,A1,0.160892,-0.133973,163.153,0.294865,71265,59
45216,R,13.0,9.0,36.0,C,1963,75.0,67.0,8.0,N,A2,-0.105807,0.361063,106.631,-0.46687,45216,59
13199,R,12.0,7.5,36.5,C,1963,148.0,143.0,5.0,N,B1,-0.167272,0.127594,170.695,-0.294865,13199,59
50038,O,6.0,8.0,9999.0,A,1999,9999.0,9999.0,9999.0,N,-,-0.0717999,-0.0472277,28.2235,-0.0245721,50038,23
59395,O,11.0,8.0,32.5,A,2001,453.0,430.0,23.0,N,-,-0.0683218,-0.350901,26.8473,0.282579,59395,21
20710,R,19.0,9.5,27.0,C,1963,16.0,12.0,4.0,N,A2,-0.010236,0.137197,315.411,-0.147433,20710,59
37187,R,20.0,9.5,29.5,C,1963,27.0,21.0,6.0,N,S,0.13136,0.0945017,9.46232,0.0368582,37187,59
101243,O,7.0,8.0,45.0,A,2014,295.0,277.0,18.0,N,-,-0.416354,0.148805,50.1944,-0.565159,101243,8
14646,R,16.0,6.0,33.0,D,1963,32.0,28.0,4.0,N,C2,-0.0827798,0.0523668,147.667,-0.135147,14646,59
5982,C,10.5,6.5,52.0,A,2008,346.0,240.0,106.0,N,-,0.0340154,0.00944324,164.461,0.0245721,5982,14
9413,R,8.0,5.5,46.5,C,1963,161.0,154.0,7.0,N,B2,0.562672,-0.61679,313.732,1.17946,9413,59
9974,R,14.0,12.5,32.5,C,1963,158.0,151.0,7.0,N,A2,-0.186727,0.378432,127.606,-0.565159,9974,59
105166,R,8.5,10.0,39.5,C,1963,163.0,156.0,7.0,N,C1,0.162121,-0.0467422,201.523,0.208863,105166,59
47087,R,20.0,11.5,24.0,D,1963,113.0,109.0,4.0,N,C2,0.533622,-0.547551,125.754,1.08117,47087,59
60707,R,5.5,8.0,26.5,C,1963,95.0,91.0,4.0,N,C1,0.119437,0.0948648,284.444,0.0245721,60707,59
105084,R,9.5,11.0,42.0,C,1963,96.0,88.0,8.0,N,C1,-0.0349258,-0.0349258,9.46232,0.0,105084,59
20322,R,16.0,9.5,33.5,C,1963,14.0,9.0,5.0,N,A2,-0.11341,0.193742,253.802,-0.307151,20322,59
29718,R,18.0,23.0,29.5,D,1963,257.0,244.0,13.0,N,B1,-0.0367795,0.2458,38.8589,-0.282579,29718,59
108627,R,9.0,12.0,20.0,C,1963,283.0,277.0,6.0,N,B1,0.330063,-0.505389,-9999.0,0.835452,108627,59
93082,R,6.5,9.0,43.0,C,1963,336.0,331.0,5.0,N,C1,0.186813,0.0148086,177.797,0.172005,93082,59
91606,R,13.5,9.5,38.5,C,1963,67.0,60.0,7.0,N,B1,0.0661428,0.0661428,111.284,0.0,91606,59
54994,R,17.0,8.5,40.5,B,1963,194.0,187.0,7.0,N,B2,-0.198439,0.0349957,264.058,-0.233435,54994,59
95681,R,10.5,12.0,9999.0,C,1963,9999.0,9999.0,9999.0,N,B1,0.11624,0.767402,325.784,-0.651161,95681,59
20003,C,6.5,5.0,42.5,A,1993,267.0,234.0,33.0,N,-,0.223842,-0.0587376,264.735,0.282579,20003,29
18197,R,9.0,5.0,47.5,C,1963,173.0,169.0,4.0,N,A2,-0.95611,0.174207,249.428,-1.13032,18197,59
37412,R,12.0,5.5,54.5,C,1963,65.0,58.0,7.0,N,A2,0.181757,-0.100823,198.052,0.282579,37412,59
92993,R,6.0,8.0,45.5,C,1963,336.0,329.0,7.0,N,A2,0.0836097,-0.358688,-9999.0,0.442298,92993,59
24857,R,19.0,7.5,32.5,C,1963,378.0,372.0,6.0,N,C2,0.404922,-0.221667,205.573,0.626589,24857,59
104852,R,7.0,8.5,38.5,D,1963,100.0,94.0,6.0,N,B1,0.191889,-0.02926,210.005,0.221149,104852,59
64775,R,8.0,10.5,33.0,D,1963,64.0,58.0,6.0,N,B1,0.0147433,-0.00982885,136.534,0.0245721,64775,59
93342,O,5.5,5.0,36.0,A,2005,274.0,268.0,6.0,N,-,-0.242473,0.162967,292.834,-0.40544,93342,17
80744,R,11.0,7.0,38.5,D,1963,342.0,336.0,6.0,N,C1,-0.370274,0.194885,19.4185,-0.565159,80744,59
100145,R,5.5,8.5,51.5,D,1963,256.0,247.0,9.0,N,B2,0.562709,0.181841,355.236,0.380868,100145,59
84672,R,12.0,7.5,53.5,D,1963,262.0,254.0,8.0,N,C1,-0.266045,0.139395,113.962,-0.40544,84672,59
33094,R,9.0,9.0,36.0,C,1963,200.0,195.0,5.0,N,C1,0.195571,-0.0747221,147.724,0.270293,33094,59
20246,R,14.0,6.5,24.0,C,1963,139.0,136.0,3.0,N,A2,-0.0405109,0.106922,263.302,-0.147433,20246,59
37433,R,13.0,4.5,55.5,B,1963,20.0,11.0,9.0,N,B2,0.234515,-0.478076,-9999.0,0.712591,37433,59
108288,R,14.0,10.5,24.0,C,1963,129.0,123.0,6.0,N,B1,-0.25369,0.127178,59.6367,-0.380868,108288,59
19884,O,4.0,2.5,29.5,B,1963,109.0,105.0,4.0,N,-,0.331858,-0.0981537,321.382,0.430012,19884,59
107686,O,13.0,6.0,24.0,A,1945,197.0,186.0,11.0,N,-,-0.227195,-0.165764,-9999.0,-0.0614303,107686,77
71579,R,15.0,7.5,36.0,D,1963,94.0,91.0,3.0,N,C1,-0.0620345,0.159115,31.9856,-0.221149,71579,59
94312,R,9.5,9.5,36.0,C,1963,67.0,62.0,5.0,N,B1,0.0516796,0.137682,149.265,-0.0860024,94312,59
20097,O,10.0,7.0,31.0,A,2008,202.0,146.0,56.0,N,-,0.0252093,0.0620675,202.068,-0.0368582,20097,14
17257,R,21.0,6.5,39.5,C,1963,395.0,388.0,7.0,N,C2,1.10179,-0.814838,168.977,1.91663,17257,59
82775,R,10.5,13.5,48.5,C,1963,151.0,141.0,10.0,N,B1,-0.137579,0.194144,105.433,-0.331724,82775,59
19593,R,13.0,8.5,33.5,C,1963,268.0,262.0,6.0,N,B1,0.433908,-0.168109,99.6375,0.602017,19593,59
48225,R,12.0,7.5,29.5,C,1963,344.0,340.0,4.0,N,B1,-0.218094,0.29792,342.78,-0.516015,48225,59
21737,R,10.0,5.5,9999.0,C,1963,9999.0,174.0,9999.0,N,A2,0.0714247,0.108283,139.708,-0.0368582,21737,59
97182,R,12.0,10.5,44.5,C,1963,342.0,335.0,7.0,N,B1,-0.20608,0.0396408,115.396,-0.245721,97182,59
103576,R,11.0,12.0,42.0,C,1964,133.0,126.0,7.0,N,C1,0.142142,0.0807113,225.807,0.0614303,103576,58
79347,R,8.0,8.5,42.0,C,1963,276.0,269.0,7.0,N,B1,-0.170718,0.27158,285.44,-0.442298,79347,59
34405,R,23.0,33.5,40.5,D,1963,285.0,260.0,25.0,N,C2,-0.340563,0.236882,238.607,-0.577445,34405,59
93818,R,8.5,10.0,31.0,C,1963,209.0,203.0,6.0,N,C1,0.0374252,0.000567049,-9999.0,0.0368582,93818,59
105944,O,4.0,2.0,39.5,A,1994,108.0,101.0,7.0,N,-,-0.397909,0.204108,195.819,-0.602017,105944,28
100730,R,5.0,8.0,45.0,C,1963,254.0,247.0,7.0,N,A2,-0.00226732,0.0345909,169.203,-0.0368582,100730,59
52840,R,17.0,10.0,46.5,C,1963,331.0,319.0,12.0,N,A2,-0.0385179,0.145773,288.886,-0.184291,52840,59
48933,R,12.0,9.0,51.5,D,1963,247.0,239.0,8.0,N,B1,-0.238151,0.0690009,262.222,-0.307151,48933,59
72819,R,19.0,8.0,59.0,D,1963,408.0,398.0,10.0,N,B1,0.0918227,-0.05561,1.7788,0.147433,72819,59
102105,R,6.0,9.5,24.0,C,1963,125.0,121.0,4.0,N,B1,-1.02848,0.236984,61.6501,-1.26546,102105,59
79291,R,8.0,10.0,38.5,C,1963,222.0,216.0,6.0,N,C1,0.0552063,0.0429202,171.757,0.0122861,79291,59
23552,O,12.0,7.5,35.0,B,1969,135.0,130.0,5.0,N,-,0.0982885,0.110575,10.0975,-0.0122861,23552,53
3255,R,15.0,7.5,24.0,C,1963,231.0,227.0,4.0,N,A2,0.0872734,-0.0355872,27.5219,0.122861,3255,59
41910,R,10.0,9.0,47.5,D,1963,237.0,229.0,8.0,N,C1,-0.209243,0.245341,211.971,-0.454584,41910,59
28649,R,5.5,7.0,9999.0,C,1963,9999.0,9999.0,9999.0,N,B1,-0.00301356,-0.187304,124.861,0.184291,28649,59
78658,R,13.0,17.5,60.5,C,1963,484.0,472.0,12.0,N,A2,0.13944,-0.057137,234.423,0.196577,78658,59
98773,R,7.0,8.0,36.5,C,1963,158.0,153.0,5.0,N,C1,-0.210731,-0.100157,349.924,-0.110575,98773,59
48977,R,7.0,7.5,21.0,C,1963,322.0,319.0,3.0,N,C1,-0.326221,0.0915049,292.313,-0.417726,48977,59
96006,R,12.0,11.0,36.5,C,1963,191.0,182.0,9.0,N,C1,0.0541184,0.0172602,177.25,0.0368582,96006,59
25147,R,13.0,5.0,31.5,C,1963,20.0,15.0,5.0,N,B1,-0.293118,0.0140339,148.769,-0.307151,25147,59
87600,O,3.0,2.0,27.0,A,1964,149.0,147.0,2.0,N,-,0.960687,-0.636501,287.216,1.59719,87600,58
66220,R,6.0,11.0,29.5,C,1963,347.0,339.0,8.0,N,B1,0.226987,-0.178453,170.403,0.40544,66220,59
60998,O,7.0,5.0,43.5,A,1986,106.0,92.0,14.0,N,-,0.0650438,0.0650438,144.792,0.0,60998,36
100716,R,7.5,9.0,29.5,C,1963,216.0,211.0,5.0,N,A2,0.0521654,0.10131,197.71,-0.0491442,100716,59
23191,R,13.0,6.0,42.0,C,1963,216.0,210.0,6.0,N,B1,0.430021,-0.0859935,52.4502,0.516015,23191,59
10444,O,5.0,8.0,44.0,A,1973,236.0,221.0,15.0,N,-,0.688113,-0.589637,341.98,1.27775,10444,49
16836,R,18.0,8.5,29.5,C,1963,174.0,166.0,8.0,N,A2,-0.283837,0.244463,222.262,-0.528301,16836,59
107122,O,8.0,6.0,38.5,A,1993,60.0,46.0,14.0,N,-,0.0911059,0.103392,196.97,-0.0122861,107122,29
10513,C,6.0,15.0,32.5,A,1982,285.0,269.0,16.0,N,-,0.129052,-0.0552385,260.965,0.184291,10513,40
103634,O,8.0,9.0,35.0,A,1996,216.0,194.0,22.0,N,-,-0.18725,0.119901,190.098,-0.307151,103634,26
40459,R,5.0,5.5,49.5,C,1963,180.0,173.0,7.0,N,B2,-0.47863,-0.0609042,121.912,-0.417726,40459,59
81006,R,10.5,9.5,44.0,D,1963,270.0,265.0,5.0,N,C1,-0.582557,0.572333,144.866,-1.15489,81006,59
84030,O,10.0,7.0,45.5,A,1972,389.0,381.0,8.0,N,-,-0.528845,0.146889,21.6148,-0.675733,84030,50
69039,R,8.0,12.0,47.0,C,1963,126.0,115.0,11.0,N,A2,0.0589281,-0.149935,199.33,0.208863,69039,59
1509,R,10.0,9.0,9999.0,C,1963,9999.0,9999.0,9999.0,N,S,0.199792,-0.131932,203.325,0.331724,1509,59
3632,R,17.0,8.0,29.5,C,1963,383.0,377.0,6.0,N,A2,0.423869,-0.26415,317.056,0.688019,3632,59
17984,R,28.0,13.0,29.5,C,1963,44.0,37.0,7.0,N,C2,0.195431,-0.11172,232.995,0.307151,17984,59
77479,R,7.0,12.0,38.5,C,1963,50.0,42.0,8.0,N,B1,0.0162176,-0.0329266,112.401,0.0491442,77479,59
104078,R,10.0,8.5,32.5,C,1963,74.0,68.0,6.0,N,C1,-0.202023,0.154273,221.41,-0.356296,104078,59
66477,R,7.0,7.5,43.5,C,1963,244.0,238.0,6.0,N,A2,0.01121,-0.0379343,124.192,0.0491442,66477,59
103542,R,16.0,18.0,47.5,C,1964,351.0,338.0,13.0,N,C1,-0.257663,-0.0610863,211.337,-0.196577,103542,58
37136,R,25.0,13.5,26.5,C,1963,95.0,87.0,8.0,N,C1,-0.0255291,0.146476,314.204,-0.172005,37136,59
46726,R,19.0,7.0,37.5,C,1963,27.0,23.0,4.0,N,C2,0.0135219,0.025808,169.624,-0.0122861,46726,59
62390,R,3.5,5.0,47.0,C,1963,517.0,511.0,6.0,N,A2,-0.134475,-0.171333,49.7636,0.0368582,62390,59
8779,R,9.0,7.5,45.5,C,1963,102.0,95.0,7.0,N,A2,-0.15399,0.300594,232.352,-0.454584,8779,59
82714,R,19.5,31.5,51.0,C,1963,273.0,251.0,22.0,N,A2,-0.0368516,0.221156,246.631,-0.258007,82714,59
47202,R,15.0,8.0,41.0,D,1963,107.0,100.0,7.0,N,B1,-0.0381813,0.0355351,261.784,-0.0737164,47202,59
2957,C,6.0,5.5,31.5,A,2008,87.0,36.0,51.0,N,-,0.151169,-0.266557,215.702,0.417726,2957,14
65370,R,5.0,8.0,39.5,C,1963,349.0,345.0,4.0,N,A2,0.319855,-0.233018,303.198,0.552873,65370,59
77745,R,7.5,7.5,36.0,C,1963,378.0,372.0,6.0,N,C1,-0.135902,-0.0867573,153.138,-0.0491442,77745,59
3939,R,26.0,8.0,36.0,C,1963,427.0,418.0,9.0,N,A2,0.290054,0.130335,317.056,0.159719,3939,59
102917,O,5.0,5.0,39.0,A,2016,97.5,92.0,5.5,N,-,0.365633,-0.24867,353.194,0.614303,102917,6
108197,R,8.0,9.5,38.0,C,1963,128.0,121.0,7.0,N,B1,-0.0972164,0.0379303,89.2501,-0.135147,108197,59
63937,R,9.0,9.0,39.5,C,1963,154.0,147.0,7.0,N,A2,0.182079,0.206652,264.872,-0.0245721,63937,59
12096,R,13.0,13.5,9999.0,C,1963,9999.0,9999.0,9999.0,N,B1,0.0712591,0.108117,-9999.0,-0.0368582,12096,59
1078,R,22.0,8.0,37.5,C,1963,276.0,267.0,9.0,N,B1,-0.0811661,-0.00744974,79.208,-0.0737164,1078,59
52158,C,3.5,2.5,24.0,B,1982,131.0,88.0,43.0,N,-,0.068435,-0.00528134,335.556,0.0737164,52158,40
19345,O,4.5,2.5,37.5,A,2008,75.0,70.0,5.0,N,-,0.0329456,0.0329456,-9999.0,0.0,19345,14
81446,R,15.5,18.0,9999.0,C,1963,9999.0,9999.0,9999.0,N,S,0.12233,0.183761,88.2101,-0.0614303,81446,59
102165,R,8.0,10.5,45.0,C,1963,110.0,101.0,9.0,N,A2,0.0957982,-0.0884927,264.075,0.184291,102165,59
90312,R,11.0,8.0,55.5,C,1963,343.0,314.0,29.0,N,A1,-0.170856,-0.0479957,-9999.0,-0.122861,90312,59
68541,R,8.5,10.0,44.0,C,1963,180.0,171.0,9.0,N,A2,0.037624,0.0867682,298.728,-0.0491442,68541,59
92855,R,11.0,12.0,31.0,C,1963,210.0,203.0,7.0,N,C1,0.494282,-0.107735,168.787,0.602017,92855,59
15773,R,14.0,7.0,29.5,C,1963,383.0,378.0,5.0,N,A2,0.0616859,0.17226,98.1301,-0.110575,15773,59
50235,R,14.0,7.5,36.0,C,1963,103.0,99.0,4.0,N,C1,-0.0620641,-0.492076,344.962,0.430012,50235,59
3298,R,36.0,26.0,35.5,C,1963,86.0,53.0,33.0,N,A1,-0.184861,0.146862,165.481,-0.331724,3298,59
108723,R,6.0,6.0,51.5,C,1963,335.0,327.0,8.0,N,A2,-0.140446,-0.0790157,-9999.0,-0.0614303,108723,59
83278,R,13.0,8.0,40.5,D,1963,384.0,379.0,5.0,N,C1,-0.381789,0.171084,13.3245,-0.552873,83278,59
97644,R,11.5,11.5,36.0,C,1963,98.0,90.0,8.0,N,C1,-0.211244,-0.174385,-9999.0,-0.0368582,97644,59
5070,R,19.0,10.0,38.5,C,1963,412.0,402.0,10.0,N,A2,-0.0625215,0.121769,17.5165,-0.184291,5070,59
21772,R,6.0,4.0,42.0,B,1963,22.0,19.0,3.0,N,S,0.280398,-0.22333,84.5881,0.503728,21772,59
100925,R,6.0,11.5,29.5,C,1963,176.0,168.0,8.0,N,C1,0.0717506,-0.345975,310.333,0.417726,100925,59
9141,R,9.0,6.0,47.5,C,1963,313.0,309.0,4.0,N,A2,-0.0644586,-0.00302827,-9999.0,-0.0614303,9141,59
3418,R,20.0,10.0,24.0,C,1963,403.0,398.0,5.0,N,C2,0.174597,-0.058838,230.017,0.233435,3418,59
50609,R,14.0,7.0,34.0,C,1963,331.0,326.0,5.0,N,A2,0.178274,0.12913,13.4652,0.0491442,50609,59
32739,R,16.0,7.5,45.5,C,1963,121.0,115.0,6.0,N,C2,-0.575077,0.358663,18.4349,-0.933741,32739,59
13654,C,4.5,8.5,45.5,A,1993,345.0,316.0,29.0,N,-,0.233776,-0.0610892,39.6442,0.294865,13654,29
54703,O,7.0,3.5,39.5,A,1982,98.0,89.0,9.0,N,-,-0.254687,0.236756,267.51,-0.491442,54703,40
14165,R,15.0,9.5,28.5,C,1963,187.0,180.0,7.0,N,A2,0.64388,-0.0687112,102.24,0.712591,14165,59
1282,R,10.0,8.0,22.0,C,1963,339.0,335.0,4.0,N,A2,-0.0968894,0.468269,323.83,-0.565159,1282,59
79646,R,11.0,8.0,54.0,C,1963,237.0,230.0,7.0,N,B1,0.5765,-0.430957,188.509,1.00746,79646,59
7914,O,7.0,4.5,40.5,A,2008,370.0,354.0,16.0,N,-,-0.498449,0.275573,260.538,-0.774022,7914,14
88968,R,8.0,7.0,38.0,C,1963,190.0,187.0,3.0,N,C1,0.0543259,-0.00710441,154.006,0.0614303,88968,59
61197,R,4.0,12.5,27.0,C,1963,135.0,128.0,7.0,N,A2,-0.3381,0.288489,224.719,-0.626589,61197,59
58538,R,8.0,6.0,42.0,C,1963,344.0,340.0,4.0,N,A2,-0.583824,0.227056,208.811,-0.81088,58538,59
60437,R,3.5,9.5,39.0,C,1963,167.0,161.0,6.0,N,C1,-0.194503,0.0757901,249.651,-0.270293,60437,59
100935,R,8.5,6.0,36.0,C,1963,149.0,144.0,5.0,N,B1,0.0834137,-0.076305,254.01,0.159719,100935,59
30629,R,16.0,14.5,47.0,C,1963,406.0,392.0,14.0,N,B2,-0.0517346,-0.236026,231.404,0.184291,30629,59
40798,O,4.5,3.0,24.0,A,2000,140.0,131.0,9.0,N,-,-0.547958,0.176919,85.8582,-0.724878,40798,22
61031,O,8.0,5.0,45.0,A,1994,260.0,237.0,23.0,N,-,-0.184589,0.171707,128.48,-0.356296,61031,28
81389,R,10.0,14.5,42.5,D,1963,111.0,103.0,8.0,N,B1,0.0521754,-0.0583991,356.845,0.110575,81389,59
6456,R,17.0,9.0,38.5,D,1963,109.0,100.0,9.0,N,B1,0.0844063,0.0966923,12.8628,-0.0122861,6456,59
40518,R,10.0,10.0,39.0,C,1963,218.0,211.0,7.0,N,C1,0.094837,-0.0525957,359.145,0.147433,40518,59
24267,O,5.0,3.5,36.0,A,2008,179.0,175.0,4.0,N,-,0.27752,0.00722688,181.389,0.270293,24267,14
64167,R,13.0,7.5,50.0,C,1963,278.0,273.0,5.0,N,B1,0.108646,0.0595015,307.26,0.0491442,64167,59
44861,R,16.0,11.5,36.0,D,1963,135.0,127.0,8.0,N,C2,0.182797,0.0967945,83.1788,0.0860024,44861,59
60356,R,7.5,12.5,29.5,C,1963,124.0,118.0,6.0,N,B1,-0.0689769,0.0415976,146.842,-0.110575,60356,59
47742,R,11.0,7.5,31.0,C,1963,257.0,250.0,7.0,N,C1,0.342196,-0.444112,215.423,0.786308,47742,59
101237,O,4.0,5.0,42.0,A,2014,292.0,277.0,15.0,N,-,0.0488603,0.0365742,31.4296,0.0122861,101237,8
74098,R,10.0,7.5,9999.0,C,1963,9999.0,9999.0,9999.0,N,B1,-0.23676,0.0703919,283.53,-0.307151,74098,59
40399,R,14.0,9.5,31.0,C,1963,174.0,167.0,7.0,N,B1,-0.123475,-0.0743307,265.206,-0.0491442,40399,59
54844,O,8.0,7.0,19.5,A,1994,120.0,116.0,4.0,N,-,0.245721,-0.393154,91.4321,0.638875,54844,28
47596,R,11.0,10.0,31.0,D,1963,174.0,168.0,6.0,N,B1,-0.00910966,0.261184,177.341,-0.270293,47596,59
43534,R,17.0,9.0,22.0,C,1963,413.0,409.0,4.0,N,C2,-0.0913338,-0.0667617,349.34,-0.0245721,43534,59
53745,R,27.0,11.5,24.0,C,1963,152.0,145.0,7.0,Y,C2,-0.221149,0.172005,-9999.0,-0.393154,53745,59
17339,R,6.0,4.5,48.0,C,1963,545.0,542.0,3.0,N,B1,1.12291,-0.339131,183.468,1.46204,17339,59
34804,R,10.0,37.5,9999.0,C,1963,9999.0,52.0,9999.0,N,C1,-0.120575,0.604302,85.1222,-0.724878,34804,59
97230,R,6.0,3.5,61.0,C,1963,320.0,310.0,10.0,N,B1,-0.0536299,0.0446586,205.189,-0.0982885,97230,59
63675,R,11.0,8.5,28.5,C,1963,57.0,51.0,6.0,N,A2,-0.109045,0.148963,277.696,-0.258007,63675,59
35036,R,12.0,12.5,32.0,C,1963,35.0,23.0,12.0,N,S,0.147769,-0.0610937,-9999.0,0.208863,35036,59
95704,R,9.5,5.5,53.5,C,1963,175.0,167.0,8.0,N,B2,0.0937159,-0.127433,-9999.0,0.221149,95704,59
101629,C,9.0,13.0,39.0,B,2016,301.0,235.0,66.0,N,-,-0.189817,-0.46011,262.152,0.270293,101629,6
107220,R,11.0,12.0,36.0,C,1963,220.0,215.0,5.0,N,C1,0.284483,0.0264757,94.0105,0.258007,107220,59
110495,R,8.0,7.0,27.0,C,1963,10.0,6.0,4.0,N,S,0.0284374,-0.155853,225.0,0.184291,110495,59
15646,R,17.0,9.0,49.0,C,1963,554.0,545.0,9.0,N,C2,0.0318004,-0.607075,129.931,0.638875,15646,59
40712,O,11.0,10.0,46.5,A,2000,55.0,39.0,16.0,Y,-,-0.166462,0.00554253,114.812,-0.172005,40712,22
39342,R,10.5,10.5,9999.0,C,1963,9999.0,9999.0,9999.0,Y,C1,-0.147498,-0.196642,264.806,0.0491442,39342,59
49488,C,10.5,37.0,36.0,A,1982,81.0,23.0,58.0,N,-,-0.299827,0.36362,158.362,-0.663447,49488,40
96300,R,10.0,8.0,41.0,D,1963,370.0,362.0,8.0,N,B1,-0.22651,-0.0422193,104.036,-0.184291,96300,59
60838,R,9.0,11.5,40.5,C,1963,113.0,105.0,8.0,N,A2,0.0737164,-0.0491442,285.499,0.122861,60838,59
94508,R,10.0,11.0,35.0,C,1963,107.0,102.0,5.0,N,B1,0.151853,-0.265873,35.4555,0.417726,94508,59
96114,R,5.0,6.5,9999.0,C,1963,9999.0,9999.0,9999.0,N,B1,-0.112839,-0.100553,23.2473,-0.0122861,96114,59
80605,R,8.0,7.5,39.5,C,1963,390.0,385.0,5.0,N,B1,-0.481369,0.0960754,46.8476,-0.577445,80605,59
45570,C,5.0,5.5,29.5,A,1999,42.0,17.0,25.0,N,-,0.110907,-0.0488122,293.199,0.159719,45570,23
71671,R,14.0,13.0,38.5,D,1963,276.0,268.0,8.0,N,C2,0.0904486,-0.228989,287.668,0.319438,71671,59
35789,R,13.0,16.0,32.5,C,1963,88.0,79.0,9.0,N,B1,0.280543,-0.296902,-9999.0,0.577445,35789,59
47105,R,17.0,9.5,48.5,D,1963,160.0,154.0,6.0,N,B1,-0.00018545,0.392968,124.992,-0.393154,47105,59
95958,R,12.0,14.0,45.0,C,1963,94.0,85.0,9.0,N,B2,0.0348419,0.0225558,290.468,0.0122861,95958,59
11114,O,4.5,2.0,32.5,A,2008,288.0,280.0,8.0,N,-,-0.106655,-0.00836624,153.914,-0.0982885,11114,14
16075,C,12.0,18.0,39.0,B,1969,150.0,123.0,27.0,N,-,-0.30873,0.293287,213.085,-0.602017,16075,53
68370,R,8.5,9.5,29.5,C,1963,51.0,46.0,5.0,N,A2,-0.0692853,0.0167171,42.022,-0.0860024,68370,59
6660,R,14.0,8.5,39.5,C,1963,240.0,235.0,5.0,N,C2,0.0840695,0.0472113,272.195,0.0368582,6660,59
49736,R,31.0,15.5,34.0,C,1963,152.0,139.0,13.0,N,C2,0.0888203,-0.181473,163.628,0.270293,49736,59
60713,R,4.0,8.0,27.0,C,1963,136.0,131.0,5.0,N,A2,0.173537,0.0875341,277.125,0.0860024,60713,59
110491,R,3.0,5.5,47.0,C,1963,12.0,8.0,4.0,N,B1,0.316307,-0.40857,112.782,0.724878,110491,59
76870,R,6.0,8.5,39.5,C,1963,229.0,224.0,5.0,N,C1,-0.0920519,0.0799529,10.6849,-0.172005,76870,59
80252,R,18.0,9.0,52.0,D,1963,254.0,248.0,6.0,N,C2,0.625738,-0.271145,286.96,0.896882,80252,59
62564,R,5.5,7.5,48.0,C,1963,467.0,457.0,10.0,N,B2,-0.239901,0.128681,240.141,-0.368582,62564,59
74115,R,9.0,7.5,42.5,C,1963,73.0,68.0,5.0,N,B1,-0.156164,0.51957,56.9293,-0.675733,74115,59
17967,R,13.0,6.5,37.0,C,1963,62.0,57.0,5.0,N,A2,-0.265353,0.189231,185.751,-0.454584,17967,59
52055,O,3.0,2.0,26.5,A,1977,232.0,229.0,3.0,N,-,-0.524954,0.0524909,346.64,-0.577445,52055,45
82027,O,5.0,6.0,52.5,A,1997,227.0,214.0,13.0,N,-,-0.00291582,0.41481,225.872,-0.417726,82027,25
24711,R,14.0,7.0,38.0,C,1963,187.0,181.0,6.0,N,A2,0.0046698,0.0906722,236.821,-0.0860024,24711,59
17422,R,11.0,3.5,42.5,B,1963,626.0,620.0,6.0,N,B2,0.435805,0.0303655,203.749,0.40544,17422,59
92752,R,9.0,11.0,50.0,C,1963,199.0,188.0,11.0,N,C1,-0.120454,0.112981,62.9691,-0.233435,92752,59
21447,C,11.5,9.0,38.5,A,2008,250.0,217.0,33.0,N,-,-0.238674,0.129907,313.698,-0.368582,21447,14
6712,R,14.0,6.0,47.0,C,1963,516.0,510.0,6.0,N,B2,0.0579476,0.119378,264.459,-0.0614303,6712,59
27086,R,16.0,13.0,49.0,C,1963,202.0,194.0,8.0,Y,B2,-0.213222,0.0324996,-9999.0,-0.245721,27086,59
