ID,SLIDE_TYPE,history,predict
1706,R,59,1
1707,R,59,2
1708,R,59,2
1709,R,59,1
1710,R,59,1
1711,R,59,2
1712,R,59,1
1713,R,59,1
1714,R,59,2
1715,R,59,2
1716,R,59,2
1717,R,59,2
1718,R,59,2
1719,R,59,1
1720,R,59,2
1721,R,59,2
1722,R,59,2
1723,R,59,1
1724,R,59,2
1725,R,59,2
1726,R,59,2
1727,R,59,2
1728,R,59,1
1729,R,59,2
1730,R,59,2
1731,R,59,2
1732,R,59,1
1733,R,59,2
1734,R,59,2
1735,R,59,2
1736,R,59,2
1737,R,59,1
1738,R,59,1
1739,R,59,2
1740,R,59,1
1741,R,59,1
1742,R,59,1
1743,R,59,2
1744,R,59,2
1745,R,59,1
1746,R,59,2
1747,R,59,2
1748,R,59,2
1749,R,59,1
1750,R,59,2
1751,R,59,2
1752,R,59,1
1753,R,59,2
1754,R,59,2
1755,R,59,1
1756,R,59,1
1757,R,59,1
1758,R,59,2
1759,R,59,1
1760,R,59,2
1761,R,59,1
1762,R,59,1
1763,R,59,2
1764,R,59,2
1765,R,59,1
1766,R,59,2
1767,R,59,1
1768,R,59,2
1769,R,59,2
1770,R,59,2
1771,R,59,1
1772,R,59,2
1773,R,59,1
1774,R,59,2
1775,R,59,2
1776,R,59,1
1777,R,59,2
1778,R,59,2
1779,R,59,2
1780,R,59,2
1781,R,59,2
1782,R,59,2
1783,R,59,1
1784,R,59,2
1785,R,59,2
1786,R,59,2
1787,R,59,2
1788,R,59,1
1789,R,59,2
1790,R,59,2
1791,R,59,2
1792,R,59,2
1793,R,59,1
1794,R,59,2
1795,R,59,2
1796,R,59,2
1797,R,59,2
1798,R,59,2
1799,R,59,2
1800,R,59,1
1801,R,59,2
1802,R,59,2
1803,R,59,2
1804,R,59,2
1805,R,59,2
1806,R,59,2
1807,R,59,2
1808,R,59,2
1809,R,59,2
1810,R,59,2
1811,R,59,2
1812,R,59,2
1813,R,59,2
1814,R,59,2
1815,R,59,2
1816,R,59,2
1817,R,59,2
1818,R,59,2
1819,R,59,2
1820,R,59,1
1821,R,59,2
1822,R,59,1
1823,R,59,2
1824,R,59,2
1825,R,59,2
1826,R,59,2
1827,R,59,2
1828,R,59,2
1829,R,59,1
1830,R,59,2
1831,R,59,2
1832,R,59,2
1833,R,59,2
1834,R,59,2
1835,R,59,1
1836,R,59,1
1837,R,59,2
1838,R,59,2
1839,R,59,2
1840,R,59,2
1841,R,59,2
1842,R,59,1
1843,R,59,1
1844,R,59,2
1845,R,59,2
1846,R,59,3
1847,R,59,1
1848,R,59,2
1849,R,59,2
1850,R,59,2
1851,R,59,2
1852,R,59,2
1853,R,59,2
1854,R,59,2
1855,R,59,2
1856,R,59,1
1857,R,59,2
1858,R,59,3
1859,R,59,1
1860,R,59,2
1861,R,59,2
1862,R,59,2
1863,R,59,1
1864,R,59,2
1865,R,59,2
1866,R,59,2
1867,R,59,2
1868,R,59,2
1869,R,59,2
1870,R,59,2
1871,R,59,2
1872,R,59,2
1873,R,59,2
1874,R,59,2
1875,R,59,2
1876,R,59,2
1877,R,59,2
1878,R,59,2
1879,R,59,2
1880,R,59,2
1881,R,59,2
1882,R,59,2
1883,R,59,2
1884,R,59,2
1885,R,59,2
1886,R,59,2
1887,R,59,2
1888,R,59,2
1889,R,59,2
1890,R,59,2
1891,R,59,2
1892,R,59,2
1893,R,59,2
1894,R,59,2
1895,R,59,2
1896,R,59,2
1897,R,59,2
1898,R,59,2
1899,R,59,2
1900,R,59,2
1901,R,59,2
1902,R,59,2
1903,R,59,2
1904,R,59,2
1905,R,59,2
1906,R,59,2
1907,R,59,2
1908,R,59,2
1909,R,59,2
1910,R,59,2
1911,R,59,2
1912,R,59,2
1913,R,59,2
1914,R,59,1
1915,R,59,1
1916,R,59,2
1917,R,59,2
1918,R,59,2
1919,R,59,2
1920,R,59,2
1921,R,59,1
1922,R,59,2
1923,R,59,2
1924,R,59,2
1925,R,59,2
1926,R,59,2
1927,R,59,2
1928,R,59,2
1929,R,59,1
1930,R,59,2
1931,R,59,2
1932,R,59,2
1933,R,59,2
1934,R,59,2
1935,R,59,2
1936,R,59,2
1937,R,59,2
1938,R,59,2
1939,R,59,2
1940,R,59,2
1941,R,59,2
1942,R,59,2
1943,R,59,2
1944,R,59,2
1945,R,59,2
1946,R,59,2
1947,R,59,2
1948,R,59,2
1949,R,59,2
1950,R,59,2
1951,R,59,2
1952,R,59,2
1953,R,59,2
1954,R,59,2
1955,R,59,2
1956,R,59,2
1957,R,59,2
1958,R,59,2
1959,R,59,2
1960,R,59,2
1961,R,59,2
1962,R,59,2
1963,R,59,2
1964,R,59,2
1965,R,59,2
1966,R,59,2
1967,R,59,2
1968,R,59,2
1969,R,59,2
1970,R,59,2
1971,R,59,1
1972,R,59,1
1973,R,59,2
1974,R,59,2
1975,R,59,2
1976,R,59,2
1977,R,59,2
1978,R,59,2
1979,R,59,2
1980,R,59,2
1981,R,59,1
1982,R,59,1
1983,R,59,1
1984,R,59,1
1985,R,59,1
1986,R,59,2
1987,R,59,2
1988,R,59,2
1989,R,59,2
1990,R,59,2
1991,R,59,2
1992,R,59,2
1993,R,59,2
1994,R,59,2
1995,R,59,2
1996,R,59,2
1997,R,59,2
1998,R,59,2
1999,R,59,2
2000,R,59,2
2001,R,59,2
2002,R,59,2
2003,R,59,3
2004,R,59,3
2005,R,59,2
2006,R,59,2
2007,R,59,3
2008,R,59,3
2009,R,59,1
2010,R,59,2
2011,R,59,2
2012,R,59,2
2013,R,59,1
2014,R,59,1
2015,R,59,1
2016,R,59,1
2017,R,59,2
2018,R,59,2
2019,R,59,2
2020,R,59,2
2021,R,59,2
2022,R,59,1
2023,R,59,2
2024,R,59,2
2025,R,59,2
2026,R,59,2
2027,R,59,2
2028,R,59,2
2029,R,59,2
2030,R,59,2
2031,R,59,1
2032,R,59,1
2033,R,59,2
2034,R,59,2
2035,R,59,1
2036,R,59,1
2037,R,59,2
2038,R,59,2
2039,R,59,2
2040,R,59,1
2041,R,59,1
2042,R,59,2
2043,R,59,1
2044,R,59,1
2045,R,59,1
2046,R,59,1
2047,R,59,2
2048,R,59,2
2049,R,59,2
2050,R,59,2
2051,R,59,2
2052,R,59,2
2053,R,59,2
2054,R,59,2
2055,R,59,2
2056,R,59,2
2057,R,59,1
